場面	一致率	送った文	聞こえた文	送信文
c616-2	0.936	埋まりが足りなければ、引かれたときに、そのまま抜ける。	埋まりが足りなければ、引かれた時にそのまま抜ける。	埋まりが足りなければ、引かれたときに、そのまま抜ける。
c617-1	1.000	そして、抜けたところで止まらない。	そして抜けたところで止まらない	そして、抜けたところで止まらない。
c617-2	1.000	そこが支えていた重さが、隣のつなぎ目に移っていく。	そこが支えていた重さが隣のつなぎ目に移っていく。	そこが支えていた重さが、隣のつなぎ目に移っていく。
c618-1	0.955	移された隣のつなぎ目も、同じ設計、同じ施工である。	映された隣のつなぎ目も同じ設計、同じ施工である。	移された隣のつなぎ目も、同じ設計、同じ施工である。
c618-2	1.000	同じように足りなければ、同じように抜ける。	同じように足りなければ、同じように抜ける。	同じように足りなければ、同じように抜ける。
c619-1	0.870	ひとつ壊れると、次が壊れる。	一つ壊れると次が壊れる。	ひとつ壊れると、次が壊れる。
c619-2	1.000	壊れるたびに、残った柱にかかる重さは増えていく。	壊れるたびに残った柱にかかる重さは増えていく。	壊れるたびに、残った柱にかかる重さは増えていく。
c620-1	1.000	どこまで進んだのかは、平面図に描かれている。	どこまで進んだのかは平面図に描かれている。	どこまで進んだのかは、平面図に描かれている。
c620-2	1.000	青く塗られているところが、中央部の、崩れた範囲である。	青く塗られているところが中央部の崩れた範囲である。	青く塗られているところが、中央部の、崩れた範囲である。
c621-1	1.000	その範囲は、さらに2つに分けられている。	その範囲はさらに二つに分けられている	その範囲は、さらに2つに分けられている。
c621-2	0.632	ゾーンAと、ゾーンBという呼び方である。	Zone AとZone Bという呼び方である。	ゾーンAと、ゾーンBという呼び方である。
c622-1	1.000	Aは、コンクリートの壁があった側。	Aはコンクリートの壁があった。側。	Aは、コンクリートの壁があった がわ。
c622-2	1.000	Bは、床と柱だけでできていた側である。	Bは床と柱だけでできていた側である。	Bは、ゆかと柱だけでできていた がわである。
c623-1	1.000	壁は、面で支える。柱は、点で支える。	壁は面で支える。柱は点で支える。	壁は、面で支える。柱は、点で支える。
c623-2	0.914	面で支えているほうが、力の逃げ道が多い。	面で支えている方が力の逃げ道が多い。	面で支えているほうが、力の逃げ道が多い。
c624-1	1.000	平面図に引かれた崩落の境目にも、その差が出ている。	平面図に引かれた崩落の境目にもその差が出ている。	平面図に引かれた崩落の境目にも、その差が出ている。
c624-2	0.957	壁のあった側はまっすぐに切れ、柱だけだった側は、段になって出入りしている。	壁のあった側はまっすぐに切れ、柱だけだったそばは段になって出入りしている。	壁のあった がわはまっすぐに切れ、柱だけだった側は、段になって出入りしている。
c625-1	0.692	NIST の第4章の見出しは、	nistの第四章の見出しは	ニスト の第4章の見出しは、
c625-2	0.927	破壊が塔のなかを、どう広がっていったか、である。	破壊が塔の中をどう広がっていったかである。	破壊が塔のなかを、どう広がっていったか、である。
c626-1	0.949	プールデッキが外れたとき、塔を支えていたつなぎ目が2つ、傷ついた。	プールデッキが外れた時、塔を支えていたつなぎ目が二つ傷ついた。	プールデッキが外れたとき、塔を支えていたつなぎ目が2つ、傷ついた。
c626-2	0.936	破壊はまず中央部を通り、そのあとで、東側へ進んでいる。	破壊はまず中央部を通り、その後で東側へ進んでいる。	破壊はまず中央部を通り、そのあとで、東側へ進んでいる。
c627-1	0.919	ひとつのつなぎ目が壊れても、そこで止まる。	一つのつなぎ目が壊れてもそこで止まる。	ひとつのつなぎ目が壊れても、そこで止まる。
c627-2	0.944	そういう区切りは、この建物には無かった。	そういう区切りはこの建物にはなかった。	そういう区切りは、この建物には無かった。
c628-1	0.962	残った棟の断面は、刃物で切ったように、まっすぐ立っている。	残った塔の断面は刃物で切ったようにまっすぐ立っている。	残った棟の断面は、刃物で切ったように、まっすぐ立っている。
c628-2	1.000	床が切れているのは、柱のあるところ。線図と同じである。	床が切れているのは柱のあるところ。線図と同じである。	ゆかが切れているのは、柱のあるところ。線図と同じである。
c629-1	0.821	ここまでが、NIST の説明する筋書きである。	ここまでがニストの説明する筋書きである。	ここまでが、ニスト の説明する筋書きである。
c629-2	1.000	検討された24通りのうち、最後に残った1つである。	検討された二十四通りのうち最後に残った一つである。	検討されたニジュウヨンとおりのうち、最後に残った1つである。
c701-1	0.818	NIST は、崩落がどこでなぜ始まったかについて、	nistは崩落がどこでなぜ始まったかについて	ニスト は、崩落がどこでなぜ始まったかについて、
c701-2	1.000	24通りの筋書きを検討した、と書いている。	二十四通りの筋書きを検討したと書いている	ニジュウヨンとおりの筋書きを検討した、と書いている。
c702-1	1.000	残ったのが、ここまで見てきた筋書きである。	残ったのがここまで見てきた筋書きである。	残ったのが、ここまで見てきた筋書きである。
c702-2	0.919	では、残らなかったほうには、何があったのか。	では、残らなかった方には何があったのか。	では、残らなかったほうには、何があったのか。
c703-1	1.000	この事故については、起きた直後から、	この事故については起きた直後から	この事故については、起きた直後から、
c703-2	1.000	いくつもの説が語られてきた。	いくつもの説が語られてきた。	いくつもの説が語られてきた。
c704-1	0.939	どれも、報道や、住民の話や、裁判のなかから出てきたもので、	どれも報道や住民の話や裁判の中から出てきたもので	どれも、報道や、住民の話や、裁判のなかから出てきたもので、
c704-2	1.000	確かめられてはいない、あくまで噂の段階の話である。	確かめられてはいない、あくまで噂の段階の話である。	確かめられてはいない、あくまで噂の段階の話である。
c705-1	0.698	なかでもいちばん強く言われたのが、隣の工事である。	中でも一番強く言われたのが隣の浩二である。	なかでもいちばん強く言われたのが、隣の工事である。
c705-2	1.000	建物のすぐ南側に、別の高層マンションが建てられていた。	建物のすぐ南側に別の高層マンションが建てられていた。	建物のすぐ南側に、別の高層マンションが建てられていた。
c706-1	0.500	エイティセブン・パークという建物である。	87 Parkという建物である。	エイティセブン・パークという建物である。
c706-2	1.000	地面を掘り、鋼の板を打ち込む工事が行われていた。	地面を掘り、鋼の板を打ち込む工事が行われていた。	地面を掘り、鋼の板を打ち込む工事が行われていた。
c707-1	1.000	その打ち込んだ場所と、崩れた建物の壁との距離。	その打ち込んだ場所と崩れた建物の壁との距離	その打ち込んだ場所と、崩れた建物の壁との距離。
c707-2	1.000	NIST が測った最短の距離は、およそ9フィートだった。	NISTが測った最短の距離はおよそ9フィートだった。	ニスト が測った最短の距離は、およそ9フィートだった。
c708-1	0.947	2.7メートルである。	二点七メートルである。	2.7メートルである。
c708-2	1.000	隣、というより、ほとんど接していると言っていい。	隣というよりほとんど接していると言っていい。	隣、というより、ほとんど接していると言っていい。
c709-1	0.909	住民は、その工事のあいだ、揺れを感じたと話している。	住民はその工事の間、揺れを感じたと話している。	住民は、その工事のあいだ、揺れを感じたと話している。
c709-2	1.000	建物が振動していた、という証言が残っている。	建物が振動していたという証言が残っている。	建物が振動していた、という証言が残っている。
c710-1	1.000	だから、こう言われてきた。	だからこう言われてきた。	だから、こう言われてきた。
c710-2	1.000	隣の工事の振動が、この建物を傷めたのではないか、と。	隣の工事の振動がこの建物を傷めたのではないかと。	隣の工事の振動が、この建物を傷めたのではないか、と。
c711-1	1.000	NIST は、この説を、名指しで検討している。	NISTはこの説を名指しで検討している	ニスト は、この説を、名指しで検討している。
c711-2	1.000	使ったのは、地面と建物を一緒に解く計算である。	使ったのは地面と建物を一緒に解く計算である。	使ったのは、地面と建物を一緒に解く計算である。
c712-1	1.000	建物を、上の骨組み、地下、基礎、そして地盤に分け、	建物を上の骨組み、地下、基礎、そして地盤に分け	建物を、上の骨組み、地下、基礎、そして地盤に分け、
c712-2	1.000	振動がどこをどう伝わっていくかを追いかけた。	振動がどこをどう伝わっていくかを追いかけた	振動がどこをどう伝わっていくかを追いかけた。
c713-1	1.000	計算には、この土地の地盤の性質が入っている。	計算にはこの土地の地盤の性質が入っている。	計算には、この土地の地盤の性質が入っている。
c713-2	0.909	振動は、地面の性質しだいで、伝わり方がまるで変わるからである。	振動は地面の性質次第で伝わり方がまるで変わるからである。	振動は、地面の性質しだいで、伝わり方がまるで変わるからである。
c714-1	1.000	出てきた答えは、3つある。	出てきた答えは三つある。	出てきた答えは、3つある。
c714-2	0.872	ひとつめは、振動がどう減っていったか、である。	一つ目は振動がどう減っていったかである。	ひとつめは、振動がどう減っていったか、である。
c715-1	1.000	建物の南側にあった地下と、鋼の板でできた壁。	建物の南側にあった地下と鋼の板でできた壁	建物の南側にあった地下と、鋼の板でできた壁。
c715-2	1.000	この2つが、伝わってくる振動を大きく減らしていた。	この二つが伝わってくる振動を大きく減らしていた	この2つが、伝わってくる振動を大きく減らしていた。
c716-1	0.889	ふたつめ。実際に届いた振動の大きさを、計算している。	二つ目、実際に届いた振動の大きさを計算している。	ふたつめ。実際に届いた振動の大きさを、計算している。
c716-2	1.000	問題になったつなぎ目に、どれだけ届いたか、である。	問題になったつなぎ目にどれだけ届いたかである。	問題になったつなぎ目に、どれだけ届いたか、である。
c717-1	0.714	NIST の書き方は、こうである。	nistの書き方はこうである。	ニスト の書き方は、こうである。
c717-2	1.000	傷んだつなぎ目を壊すにも、小さすぎた	傷んだつなぎ目を壊すにも小さすぎた。	傷んだつなぎ目を壊すにも、小さすぎた
c718-1	0.615	そして、みっつめ。	そして三つ目	そして、みっつめ。
c718-2	0.842	ここが、この章でいちばん大事なところである。	ここがこの章で一番大事なところである。	ここが、この章でいちばん大事なところである。
c719-1	0.941	解析は、住民が揺れを感じたという話のほうを、裏付けている。	解析は住民が揺れを感じたという話の方を裏付けている。	解析は、住民が揺れを感じたという話のほうを、裏付けている。
c719-2	1.000	感じたというのは、本当だった。	感じたというのは本当だった。	感じたというのは、本当だった。
c720-1	1.000	人が感じ取れる振動の大きさは、建物を壊す振動の大きさより、	人が感じ取れる振動の大きさは、建物を壊す振動の大きさより	人が感じ取れる振動の大きさは、建物を壊す振動の大きさより、
c720-2	0.811	はるかに下にある、と NIST は書いている。	はるかに下にあるとニストは書いている。	はるかに下にある、と ニスト は書いている。
c721-1	0.951	つまり住民は、うそをついていたのでも、思い違いをしていたのでもない。	つまり、住民は嘘をついていたのでも思い違いをしていたのでもない。	つまり住民は、うそをついていたのでも、思い違いをしていたのでもない。
c721-2	1.000	感じたことと、それが原因であることが、別だっただけである。	感じたこととそれが原因であることが別だっただけである。	感じたことと、それが原因であることが、別だっただけである。
c722-1	0.815	NIST は、こうした説をまとめた1枚に、見出しを付けている。	nistはこうした説をまとめた一枚に見出しをつけている。	ニスト は、こうした説をまとめた1枚に、見出しを付けている。
c722-2	1.000	大きく寄与してはいない	大きく寄与してはいない。	大きく寄与してはいない
c723-1	1.000	そこに並んでいるのは、5つである。	そこに並んでいるのは五つである。	そこに並んでいるのは、5つである。
c723-2	1.000	隣の工事の振動。基礎の破壊、陥没、そして不同沈下。	隣の工事の振動、基礎の破壊、陥没、そして不同沈下。	隣の工事の振動。基礎の破壊、陥没、そして不同沈下。
c724-1	1.000	ハリケーンと高潮。突発的にかかる、衝撃荷重。	ハリケーンと高潮、突発的にかかる衝撃荷重	ハリケーンと高潮。突発的にかかる、衝撃荷重。
c724-2	1.000	そして、崩落の当時に進んでいた、屋上の改修と、アンカーの工事。	そして崩落の当時に進んでいた屋上の改修とアンカーの工事	そして、崩落の当時に進んでいた、屋上の改修と、アンカーの工事。
c725-1	1.000	地盤が沈んでいたという説も、この一覧に入っている。	地盤が沈んでいたという説もこの一覧に入っている。	地盤が沈んでいたという説も、この一覧に入っている。
c725-2	0.963	陥没も、場所ごとに沈み方が違うことも、大きくは効いていない。	陥没も場所ごとに沈み方が違うことも大きくは聞いていない。	かんぼつも、場所ごとに沈み方が違うことも、大きくは効いていない。
c726-1	1.000	外から加えられたものではなかった。	外から加えられたものではなかった。	外から加えられたものではなかった。
c726-2	0.894	この建物は、建物自身のつくりだけで、限界を越えている。	この建物は建物自身の作りだけで限界を超えている。	この建物は、建物自身のつくりだけで、限界を越えている。
ep01-1	0.632	NIST の説明の、いちばん最後の1枚を見る。	nistの説明の一番最後の一枚を見る。	ニスト の説明の、いちばん最後の1枚を見る。
ep01-2	1.000	見出しは、結びの言葉、となっている。	見出しは「結びの言葉」となっている。	見出しは、結びの言葉、となっている。
ep02-1	1.000	5つの箱が、左から順に並んでいる。	五つの箱が左から順に並んでいる。	5つの箱が、左から順に並んでいる。
ep02-2	0.952	設計の耐力不足。そして、施工の、設計図からの逸脱。	設計の体力不足、そして施工の設計図からの逸脱	設計の耐力不足。そして、施工の、設計図からの逸脱。
ep03-1	0.978	より重く、より広いプランター。足された盛土と舗装。	より重く、より広いプランター。足された盛り土と舗装。	より重く、より広いプランター。足されたもりどと舗装。
ep03-2	1.000	そして、時間による劣化である。	そして時間による劣化である。	そして、時間による劣化である。
ep04-1	0.955	1つめには、最大、そして広い範囲、と書き添えてある。	一つ目には「最大、そして広い範囲」と書き添えてある。	1つめには、最大、そして広い範囲、と書き添えてある。
ep04-2	0.867	2つめにも、広い範囲、と付いている。	二つ目にも広い範囲とついている。	2つめにも、広い範囲、と付いている。
ep05-1	1.000	そして、この5つのうち、	そしてこの五つのうち	そして、この5つのうち、
ep05-2	0.923	左の2つだけが、下から括弧でくくられている。	左の二つだけが下から括弧で括られている	左の2つだけが、下から括弧でくくられている。
ep06-1	1.000	括弧の下には、一文が書かれている。	括弧の下には一文が書かれている。	括弧の下には、一文が書かれている。
ep06-2	1.000	この2つが何をもたらしたのか、という文である。	この二つが何をもたらしたのかという文である。	この2つが何をもたらしたのか、という文である。
ep07-1	1.000	書かれているのは、こうである。	書かれているのはこうである。	書かれているのは、こうである。
ep07-2	1.000	壊れるまでの余裕が乏しかった原因の大半は、この2つにある。	壊れるまでの余裕が乏しかった原因の大半はこの二つにある。	壊れるまでの余裕が乏しかった原因の大半は、この2つにある。
ep08-1	1.000	余裕とは、壊れるまでに、どれだけ間があるか、ということである。	余裕とは壊れるまでにどれだけ間があるかということである。	余裕とは、壊れるまでに、どれだけ間があるか、ということである。
ep08-2	0.884	建物の設計は、ふつう、この余裕を持たせて行われる。	建物の設計は普通この余裕を持たせて行われる。	建物の設計は、ふつう、この余裕を持たせて行われる。
ep09-1	1.000	そしてその一文には、いつからそうだったのか、という	そしてその一文には、「いつからそうだったのか」という	そしてその一文には、いつからそうだったのか、という
ep09-2	1.000	時期まで書き添えられている。	時期まで書き添えられている	時期まで書き添えられている。
ep10-1	0.865	40年のあいだの、どこかの時点からではない。	四十年の間のどこかの時点からではない。	40年のあいだの、どこかの時点からではない。
ep10-2	1.000	建設が終わった、その時点からである。	建設が終わったその時点からである。	建設が終わった、その時点からである。
ep11-1	0.945	NIST が3枚のスライドで繰り返している言葉が、ひとつある。	 NISTが三枚のスライドで繰り返している言葉が一つある。	ニスト が3枚のスライドで繰り返している言葉が、ひとつある。
ep11-2	1.000	余裕は決定的に小さかった	余裕は決定的に小さかった。	余裕は決定的に小さかった
ep12-1	0.974	つまり、40年間、持ちこたえていたのではない。	つまり四十年間持ちこたえていたのではない。	つまり、40年間、持ちこたえていたのではない。
ep12-2	1.000	40年間、まだ落ちていなかった、ということである。	40年間まだ落ちていなかったということである。	40年間、まだ落ちていなかった、ということである。
ep13-1	0.981	そして、その40年のうち、最後の3週間だけが、人の目に見えた。	そしてその四十年のうち、最後の三週間だけが人の目に見えた。	そして、その40年のうち、最後の3週間だけが、人の目に見えた。
ep13-2	0.960	開かなくなった門。柱を伝う水。床にできた、10センチの隙間。	開かなくなった門、柱を伝う水、床にできた十センチの隙間	開かなくなった門。柱を伝う水。ゆかにできた、10センチの隙間。
ep14-1	1.000	どれも、建物が沈んでいる印には見えない。	どれも建物が沈んでいる印には見えない。	どれも、建物が沈んでいる印には見えない。
ep14-2	1.000	だから、直せば済むものに見えた。門は、実際に直されている。	だから直せば済むものに見えた。門は実際に直されている。	だから、直せば済むものに見えた。門は、実際に直されている。
ep15-1	0.903	最終的な報告書は、いまも出ていない。	最終的な報告書は今も出ていない。	最終的な報告書は、いまも出ていない。
ep15-2	1.000	次の諮問委員会が開かれるのは、2026年の9月である。	次の諮問委員会が開かれるのは2026年の9月である。	次の諮問委員会が開かれるのは、2026年の9月である。
ep16-1	1.000	分かったのは、なぜ崩れたのか、である。	分かったのはなぜ崩れたのかである。	分かったのは、なぜ崩れたのか、である。
ep16-2	1.000	分かっていないのは、なぜ、誰にも読めなかったのか、である。	分かっていないのは、なぜ誰にも読めなかったのかである。	分かっていないのは、なぜ、誰にも読めなかったのか、である。
