場面	一致率	送った文	聞こえた文	送信文
c704-3	0.958	ここを0秒とする。以後は時刻と、突入からの秒数で示す。	ここを零秒とする。以後は時刻と突入からの秒数で示す。	ここを ゼロびょうとする。以後は時刻と、突入からの秒数で示す。
c705-1	0.930	このとき7人は、翼に穴が開いているとは知らない。	この時七人は翼に穴が開いているとは知らない。	このとき7人は、翼に穴が開いているとは知らない。
c705-2	1.000	地上の管制も、いつもと同じ再突入として見ていた。	地上の管制もいつもと同じ再突入として見ていた。	地上のかんせいも、いつもと同じ再突入として見ていた。
c706-1	0.970	突入から270秒後、8時48分39秒。	突入から二百七十秒後、八時四十八分三十九秒。	突入から270秒後、8時48分39秒。
c706-2	0.836	左の翼の前のふちで、金属のゆがみをはかる部品が異常を記録した。	左の翼の前の縁で金属の歪みを測る部品が異常を記録した。	左の翼の前のふちで、金属のゆがみをはかる部品が異常を記録した。
c707-1	1.000	機内の記録装置に、磁気テープで残るだけである。	機内の記録装置に磁気テープで残るだけである。	機内の記録装置に、磁気テープで残るだけである。
c707-2	1.000	飛行が終わってから調べるためのもので、電波では送らない。	飛行が終わってから調べるためのもので、電波では送らない。	ひこうが終わってから調べるためのもので、電波では送らない。
c708-1	1.000	つまり、この時点で異常は起きている。	つまりこの時点で異常は起きている。	つまり、この時点で異常は起きている。
c708-2	0.927	だが地上にも、乗員にも、何ひとつ伝わっていない。	だが、地上にも乗員にも何一つ伝わっていない。	だが地上にも、乗員にも、何ひとつ伝わっていない。
c709-1	0.920	突入から290秒後、前のふちの奥の温度計が上がり始めた。	突入から二百九十秒後、前の縁の奥の温度計が上がり始めた。	突入から290秒後、前のふちの奥の温度計が上がり始めた。
c709-2	1.000	425秒後には、翼を支える桁の裏の温度計も動き出す。	四百二十五秒後には翼を支える桁の裏の温度計も動き出す。	ヨンヒャクニジュウゴ秒後には、翼を支える桁の裏の温度計も動き出す。
c710-1	0.979	8時52分16秒までに、翼を支える桁が焼き抜かれた。	八時五十二分十六秒までに翼を支える桁が焼き抜かれた。	8時52分16秒までに、翼を支える桁が焼き抜かれた。
c710-2	0.955	中に入った空気は、約4,400度あった可能性がある。	中に入った空気は約四千四百度あった可能性がある。	中に入った空気は、約 ヨンセンヨンヒャク度あった可能性がある。
c710-3	0.973	翼の骨組みはアルミで、約650度で溶ける。	翼の骨組みはアルミで約六百五十度で溶ける。	翼の骨組みはアルミで、約650度で溶ける。
c711-1	1.000	8時53分26秒、サクラメントの西で海岸線を越えた。	八時五十三分二十六秒、サクラメントの西で海岸線を越えた。	8時53分26秒、サクラメントの西で海岸線を越えた。
c711-2	0.981	その20秒後、地上の人が、機体から何かが離れるのを見ている。	その二十秒後、地上の人が機体から何かが離れるのを見ている。	その20秒後、地上の人が、機体から何かが離れるのを見ている。
c712-1	0.909	8時54分24秒。管制で初めて、異常が形になった。	八時五十四分二十四秒、完成で初めて異常が形になった。	8時54分24秒。かんせいで初めて、異常が形になった。
c712-2	1.000	左の翼の油圧の温度計が、測れる範囲の下へ振り切れる。	左の翼の油圧の温度計が測れる範囲の下へ振り切れる。	左の翼の油圧の温度計が、測れる範囲の下へ振り切れる。
c712-3	0.909	4つが、4〜5秒の間に次々と消えた	四つが四から五秒の間に次々と消えた。	4つが、4から5秒の間に次々と消えた
c713-1	1.000	班をまとめ、最後の判断をする飛行主任が「全部が同時に消えたのか」と聞く。	班をまとめ、最後の判断をする飛行主任が全部が同時に消えたのかと聞く。	はんをまとめ、最後の判断をする飛行主任が「全部が同時に消えたのか」と聞く。
c713-2	0.867	「いいえ。まったく同時ではありません」	いいえ、全く同時ではありません。	「いいえ。まったく同時ではありません」
c714-1	0.941	4つの温度計には、共通する配線が無い。	四つの温度計には共通する配線がない。	4つの温度計には、共通する配線が無い。
c714-2	1.000	1本が焼けて全部が消えた、という説明ができない。	一本が焼けて全部が消えたという説明ができない。	1本が焼けて全部が消えた、という説明ができない。
c715-1	0.933	8時54分25秒ごろ、ネバダの空で強い光が見えた。	八時五十四分二十五秒頃、ネバダの空で強い光が見えた。	8時54分25秒ごろ、ネバダの空で強い光が見えた。
c715-2	0.889	続く4分のあいだに、同じ現象が18回目撃されている。	続く四分の間に同じ現象が十八回目撃されている。	続く4分のあいだに、同じ現象が18回目撃されている。
c716-1	0.984	8時55分32秒、ユタ州へ。8時56分30秒、機体は傾きを切り替えた。	八時五十五分三十二秒、ユタ州へ。八時五十六分三十秒、機体は傾きを切り替えた。	8時55分32秒、ユタ州へ。8時56分30秒、機体は かたむきを切り替えた。
c716-2	0.939	右へ傾けていたのを、左へ。これは予定どおりの動きである。	右へ傾けていたのを左へ。これは予定通りの動きである。	右へ傾けていたのを、左へ。これは予定どおりの動きである。
c717-1	1.000	8時57分24秒、アルバカーキの北を通過。	八時五十七分二十四秒、アルバカーキの北を通過。	8時57分24秒、アルバカーキの北を通過。
c717-2	0.857	このとき地上で撮られた画像に、左の翼の前のふちの乱れが写った。	この時、地上で撮られた画像に左の翼の前の縁の乱れが映った。	このとき地上で撮られた画像に、左の翼の前のふちの乱れが写った。
c718-1	0.980	8時58分20秒、ニューメキシコからテキサスへ入った。	八時五十八分二十秒。ニューメキシコからテキサスへ入った。	8時58分20秒、ニューメキシコからテキサスへ入った。
c718-2	0.893	ここで落ちた耐熱タイル1枚が、いちばん西で見つかる破片になる。	ここで落ちた耐熱タイル一枚が一番西で見つかる破片になる。	ここで落ちた耐熱タイル1枚が、いちばん西で見つかる破片になる。
c719-1	0.952	8時58分すぎ、機長からの声が途切れて入った。	八時五十八分過ぎ、機長からの声が途切れて入った。	8時58分すぎ、機長からの声が途切れて入った。
c719-2	0.769	「あー、ヒュー……」。そこで切れている。	ああ、ひゅー。そこで切れている。	「あー、ヒュー……」。そこで切れている。
c720-1	0.981	8時59分15秒、左の主脚のタイヤの空気圧の表示が消えた。	八時五十九分十五秒、左の主脚のタイヤの空気圧の表示が消えた。	8時59分15秒、左の しゅきゃくのタイヤの空気圧の表示が消えた。
c720-2	1.000	管制は、それでも計器の不具合だと考えている。	管制はそれでも計器の不具合だと考えている。	かんせいは、それでも計器の不具合だと考えている。
c721-1	1.000	乗員と話す担当が呼びかけた。	乗員と話す担当が呼びかけた。	乗員と話す担当が呼びかけた。
c721-2	0.943	「タイヤの空気圧の表示はこちらでも見えている。最後の交信は聞き取れなかった」	タイヤの空気圧の表示はこちらでも見えている。最後の更新は聞き取れなかった。	「タイヤの空気圧の表示はこちらでも見えている。最後の交信は聞き取れなかった」
c722-1	1.000	返ってきたのは、短い返事だった。そして、そこで途切れる。	返ってきたのは短い返事だった。そしてそこで途切れる。	返ってきたのは、短い返事だった。そして、そこで途切れる。
c723-1	1.000	電波が切れたのは、8時59分32秒である。	電波が切れたのは八時五十九分三十二秒である。	電波が切れたのは、8時59分32秒である。
c723-2	0.842	このあと、機体からの情報は何ひとつ届かない。	この後、機体からの情報は何一つ届かない。	このあと、機体からの情報は何ひとつ届かない。
c724-1	0.926	管制は、アンテナの切り替えによる短い途切れだと思っていた。	感性はアンテナの切り替えによる短い途切れだと思っていた。	かんせいは、アンテナの切り替えによる短い途切れだと思っていた。
c724-2	1.000	通信の担当は「少し乱れていますが、ひどくはない」と答えている。	通信の担当は少し乱れていますが、ひどくはないと答えている。	つうしんの担当は「少し乱れていますが、ひどくはない」と答えている。
c725-1	0.906	9時00分18秒。地上の人が撮っていた映像に、機体が分かれる様子が写る。	九時六分十八秒。地上の人が撮っていた映像に機体が分かれる様子が映る。	9時00分18秒。地上の人が撮っていた映像に、機体が分かれる様子が写る。
c725-2	0.981	電波が切れた時点で、高さ約61キロ、音の18倍の速さだった。	電波が切れた時点で高さ約六十一キロ、音の十八倍の速さだった。	電波が切れた時点で、高さ約61キロ、音の18倍の速さだった。
c726-1	1.000	電波が切れたのは、その46秒前である。	電波が切れたのはその四十六秒前である。	電波が切れたのは、その46秒前である。
c726-2	0.867	管制の画面には、何も映らなかった。	感性の画面には何も映らなかった。	かんせいの画面には、何も映らなかった。
c727-1	0.962	9時02分21秒、場内の放送は「着陸まで14分」と伝えていた。	九時二分二十一秒。場内の放送は着陸まで十四分と伝えていた。	9時02分21秒、じょうないの放送は「着陸まで14分」と伝えていた。
c727-2	0.982	9時12分39秒、テレビを見た人からの電話で、分解が知らされる。	九時十二分三十九秒。テレビを見た人からの電話で分解が知らされる。	9時12分39秒、テレビを見た人からの電話で、分解が知らされる。
c727-3	1.000	飛行主任は「ドアを閉めろ」と言い、非常の手順に入った。	飛行主任はドアを閉めろと言い、非常の手順に入った。	ひこうしゅにんは「ドアを閉めろ」と言い、非常の手順に入った。
c728-1	1.000	最後に届いた機長の声は、一語で切れていた。	最後に届いた機長の声は一語で切れていた。	最後に届いた機長の声は、一語で切れていた。
c728-2	1.000	了解、そこで声は切れた	了解。そこで声は切れた。	了解、そこで声は切れた
c729-1	0.936	テキサスでは午前9時の少し前、低くうなる音が響いた。	テキサスでは午前九時の少し前、低く唸る音が響いた。	テキサスでは午前9時の少し前、低くうなる音が響いた。
c729-2	1.000	現地の時計では、まだ朝8時前のことである。	現地の時計ではまだ朝八時前のことである。	現地の時計では、まだ朝8時前のことである。
c729-3	1.000	時速1万9千キロ近くで大気に突っ込んだ破片が出した音だった。	時速一万九千キロ近くで大気に突っ込んだ破片が出した音だった。	時速1万9千キロ近くで大気に突っ込んだ破片が出した音だった。
c730-1	0.968	着陸の予定は、午前9時16分だった。	着陸の予定は午前九時十六分だった。	着陸の予定は、午前9時16分だった。
c730-2	1.000	機体が分かれたのは、その16分前である。	機体が分かれたのはその16分前である。	機体が分かれたのは、その16分前である。
c801-1	0.960	機体はテキサス州だけで、5,180平方キロを超えて散った。	機体はテキサス州だけで五千百八十平方キロを超えて散った。	機体はテキサス州だけで、5,180平方キロを超えて散った。
c801-2	1.000	千葉県がすっぽり入る広さである。	千葉県がすっぽり入る広さである。	千葉県がすっぽり入る広さである。
c801-3	1.000	ここからは、それを拾い集めた人たちの話になる。	ここからはそれを拾い集めた人たちの話になる。	ここからは、それを拾い集めた人たちの話になる。
c802-1	0.943	通報は、夕方には1分あたり18件の速さで入るようになった。	通報は夕方には一分当たり十八件の速さで入るようになった。	通報は、夕方には1分あたり18件の速さで入るようになった。
c802-2	1.000	牛の群れが走り出し、車のフロントガラスに破片が当たっている。	牛の群れが走り出し、車のフロントガラスに破片が当たっている。	牛の群れが走り出し、車のフロントガラスに破片が当たっている。
c803-1	1.000	呼びかけられたのは、まず「触らないでほしい」だった。	呼びかけられたのはまず触らないでほしいだった。	呼びかけられたのは、まず「触らないでほしい」だった。
c803-2	0.960	機体には、気体になると肺や皮膚を焼く燃料が積んである。	機体には機体になると肺や皮膚を焼く燃料が積んである。	機体には、気体になると肺や皮膚を焼く燃料が積んである。
c804-1	0.880	いちばん濃い帯は、フォートワースの南からルイジアナまで。	一番濃い帯はフォートワースの南からルイジアナまで。	いちばん濃い帯は、フォートワースの南からルイジアナまで。
c804-2	1.000	最も西で見つかったのはテキサス州リトルフィールドの耐熱タイル1枚。	最も西で見つかったのはテキサス州リトルフィールドの耐熱タイル1枚。	最も西で見つかったのはテキサス州リトルフィールドの耐熱タイル1枚。
c805-1	0.957	2週間で地上の捜索者は3千人、1か月で4千人を超えた。	二週間で地上の捜索者は三千人、一ヶ月で四千人を超えた。	2週間で地上の捜索者は3千人、1か月で4千人を超えた。
c805-2	1.000	主力は、全米から集まった森林火災の消防隊員である。	主力は全米から集まった森林火災の消防隊員である。	主力は、全米から集まった森林火災の消防隊員である。
c806-1	0.889	20人ひと組で、飛行の経路の左右3.2キロを歩いた。	二十人一組で飛行の経路の左右三点二キロを歩いた。	20人ひと組で、飛行の経路の左右3.2キロを歩いた。
c806-2	1.000	約3メートル間隔で列を作る。	約三メートル間隔で列を作る。	約3メートル間隔で列を作る。
c806-3	0.875	15センチ四方の物を、75パーセントの確率で見つけられる間隔である。	十五センチ四方のものを七十五パーセントの確率で見つけられる感覚である。	15センチ四方の物を、75パーセントの確率で見つけられる間隔である。
c807-1	0.923	270の機関から、2万5千人以上が加わった。	270の機関から2万5000人以上が加わった。	ニヒャクナナジュウの機関から、2万5千人以上が加わった。
c807-2	0.920	延べ150万時間をかけて、四国の半分ほどの広さを当たった。	延べ一百五十万時間をかけて四国の半分ほどの広さを渡った。	延べ150万時間をかけて、四国の半分ほどの広さを当たった。
c807-3	0.941	そのうち3割ほどは、歩いて捜している。	そのうち三割ほどは歩いて探している。	そのうち3割ほどは、歩いて捜している。
c808-1	1.000	蛇のいる沼。泥の川底。	蛇のいる沼、泥の川底	蛇のいる沼。泥の川底。
c808-2	1.000	朝いっぱいかけて、百メートルほどしか進めない藪もあった。	朝いっぱいかけて百メートルほどしか進めない藪もあった。	朝いっぱいかけて、百メートルほどしか進めない藪もあった。
c809-1	1.000	空からはヘリコプター37機と、固定翼機7機が出た。	空からはヘリコプター三十七機と固定翼機七機が出た。	空からはヘリコプター37機と、固定翼機7機が出た。
c809-2	1.000	そのヘリコプター1機が故障で落ち、2人が亡くなっている。	そのヘリコプター1機が故障で落ち、二人が亡くなっている。	そのヘリコプター1機が故障で落ち、2人が亡くなっている。
c809-3	0.964	契約の操縦士ジュールズ・マイアと、森林局のチャールズ・クレネク。	契約の操縦士ジュールズマイヤと森林局のチャールズクレネク	契約の操縦士ジュールズ・マイアと、森林局のチャールズ・クレネク。
c810-1	0.983	湖の底も探している。ソナーで80平方キロメートルを超えて調べた。	湖の底も探している。ソナーで八十平方キロメートルを超えて調べた。	湖の底も探している。ソナーで80平方キロメートルを超えて調べた。
c810-2	0.978	潜った60人の視界は、濁っていて数センチしかない。	潜った六十人の視界は濁っていて数センチしかない。	潜った60人の視界は、濁っていて数センチしかない。
c810-3	1.000	それだけやって、別の湖で1点が拾えただけだった。	それだけやって別の湖で一点が拾えただけだった。	それだけやって、別の湖で1点が拾えただけだった。
c811-1	1.000	見つけた破片は、位置を記録し、写真を撮ってから運ばれた。	見つけた破片は位置を記録し、写真を撮ってから運ばれた。	見つけた破片は、位置を記録し、写真を撮ってから運ばれた。
c811-2	0.917	回収されたのは83,900点。	回収されたのは八万三千九百点。	回収されたのはハチマンサンゼンキュウヒャクてん。
c812-1	0.973	並べていくと、落ちた場所に規則があった。	並べていくと落ちた場所に規則があったり	並べていくと、落ちた場所に規則があった。
c812-2	0.903	西で落ちた物ほど、先に離れていた	西で落ちたものほど先に離れていた。	西で落ちた物ほど、先に離れていた
c813-1	1.000	破片は、ケネディ宇宙センターの大きな格納庫へ集められた。	破片はケネディ宇宙センターの大きな格納庫へ集められた。	はへんは、ケネディ宇宙センターの大きな格納庫へ集められた。
c813-2	1.000	床にテープを貼り、機体で元あった場所の近くに置いていく。	床にテープを貼り、機体で元あった場所の近くに置いていく。	床にテープを貼り、機体で元あった場所の近くに置いていく。
c814-1	1.000	右の翼の破片は多く見つかった。左の翼は少ない。	右の翼の破片は多く見つかった。左の翼は少ない。	右の翼の破片は多く見つかった。左の翼は少ない。
c814-2	1.000	しかも左の翼のうち、外側のパネルほど西で見つかっている。	しかも左の翼のうち、外側のパネルほど西で見つかっている。	しかも左の翼のうち、外側のパネルほど西で見つかっている。
c814-3	1.000	内側のパネルは、ずっと東だった。	内側のパネルはずっと東だった。	内側のパネルは、ずっと東だった。
c815-1	0.847	いちばん西で見つかった耐熱タイルは、8枚目と9枚目の真後ろの物。	一番西で見つかった耐熱タイルは八枚目と九枚目の真後ろのもの。	いちばん にしで見つかった耐熱タイルは、8枚目と9枚目の真後ろの物。
c815-2	1.000	8枚目のパネルの破片だけは、帯の全体に散らばっていた。	八枚目のパネルの破片だけは帯の全体に散らばっていた。	8枚目のパネルの破片だけは、帯の全体に散らばっていた。
c816-1	1.000	この規則を当てはめると、壊れた順が読める。	この規則を当てはめると壊れた順が読める。	この規則を当てはめると、壊れた順が読める。
c816-2	0.909	だから、最初に壊れたのは左の翼の8枚目のあたりだと分かった。	だから最初に壊れたのは左の翼の八枚目の辺りだとわかった。	だから、最初に壊れたのは左の翼の8枚目のあたりだと分かった。
c817-1	0.982	3月19日、テキサス州ヘンフィルの近くで、記録装置が見つかった。	三月十九日、テキサス州ヘンフィルの近くで記録装置が見つかった。	3月19日、テキサス州ヘンフィルの近くで、記録装置が見つかった。
c817-2	1.000	ほぼ無傷だった。落ちる力に耐える設計ではなかったのに、である。	ほぼ無傷だった。落ちる力に耐える設計ではなかったのに。である。	ほぼ無傷だった。落ちる力に耐える設計ではなかったのに、である。
c818-1	0.947	中には、800個のセンサの値が、約2.9キロのテープに残っていた。	中には八百個のセンサの値が約二点九キロのテープに残っていた。	中には、800個のセンサの値が、約2.9キロのテープに残っていた。
c818-2	0.930	電波が切れたあとの14秒分まで記録されている。	電波が切れた後の14秒分まで記録されている。	電波が切れたあとの14秒分まで記録されている。
c819-1	0.945	NASAは、破片を返す人を罪に問わない期間を数日間もうけた。	NASAは破片を返す人を罪に問わない期間を数日間設けた。	NASAは、破片を返す人を罪に問わない期間を数日間もうけた。
c819-2	0.926	地上でけがをした人は出ず、賠償は約5万ドルにとどまっている。	地上で怪我をした人は出ず、賠償は約五万ドルにとどまっている。	地上でけがをした人は出ず、賠償は約5万ドルにとどまっている。
c820-1	0.897	集まった破片は、合わせて約38,500キログラム（84,900ポンド）。	集まった破片は合わせて約三十八千五百キログラム、八十四千九百ポンド	集まった破片は、合わせて約38,500キログラム（84,900ポンド）。
c820-2	1.000	機体の、燃料や荷物を除いた重さの38パーセントにあたる。	機体の燃料や荷物を除いた重さの三十八パーセントにあたる。	機体の、燃料や荷物を除いた重さの38パーセントにあたる。
c901-1	1.000	拾い集めた破片は、答え合わせの材料になった。	拾い集めた破片は答え合わせの材料になった。	拾い集めた破片は、答え合わせの材料になった。
c901-2	0.970	委員会は電波が途切れた2時間以内に立ち上がり、7か月かけて調べている。	委員会は電波が途切れた二時間以内に立ち上がり、七ヶ月かけて調べている。	委員会は電波が途切れた2時間以内に立ち上がり、7か月かけて調べている。
c901-3	0.930	13人の委員と、120人を超える調査員が加わった。	十三人の委員と百二十人を超える調査員が加わった。	13人の委員と、120人を超える調査員が加わった。
c902-1	1.000	物理的な原因は、こう書かれている。	物理的な原因はこう書かれている。	物理的な原因は、こう書かれている。
c902-2	0.933	左の翼の前のふちの熱を防ぐ仕組みが、破られたこと。	左の翼の前の縁の熱を防ぐ仕組みが破られたこと。	左の翼の前のふちの熱を防ぐ仕組みが、破られたこと。
c902-3	0.962	破ったのは断熱材一片。当たったのは8枚目の下半分である。	破ったのは断熱材一辺、当たったのは八枚目の下半分である。	やぶったのは断熱材一片。当たったのは8枚目の したはんぶんである。
c903-1	0.939	再突入のとき、その穴から超高温の空気が翼の中へ入った。	再突入の時、その穴から超高温の空気が翼の中へ入った。	再突入のとき、その穴から超高温の空気が翼の中へ入った。
c903-2	1.000	空気はアルミの骨組みを少しずつ溶かし、翼は力に負けた。	空気はアルミの骨組みを少しずつ溶かし、翼は力に負けた。	空気はアルミの骨組みを少しずつ溶かし、翼は力に負けた。
c904-1	1.000	原因はもう一つ書かれている。組織の原因である。	原因はもう一つ書かれている組織の原因である。	原因はもう一つ書かれている。組織の原因である。
c904-2	1.000	委員会はそれを、物理的な原因と同じ重さで扱った。	委員会はそれを物理的な原因と同じ重さで扱った。	委員会はそれを、物理的な原因と同じ重さで扱った。
c905-1	1.000	予算の不足。揺れる優先順位。日程の圧力。	予算の不足、揺れる優先順位、日程の圧力。	予算の不足。揺れる優先順位。日程の圧力。
c905-2	1.000	開発中の機体なのに、完成した乗り物として扱ったこと。	開発中の機体なのに完成した乗り物として扱ったこと。	開発中の機体なのに、完成した乗り物として扱ったこと。
c905-3	1.000	過去の成功を、技術の検討の代わりにしていたこと。	過去の成功を技術の検討の代わりにしていたこと。	過去の成功を、技術の検討の代わりにしていたこと。
c906-1	1.000	起きてはいけないことが、繰り返されるうちに普通になる。	起きてはいけないことが繰り返されるうちに普通になる。	起きてはいけないことが、繰り返されるうちに普通になる。
c906-2	0.944	これを社会学者は「逸脱の常態化」と呼んだ。	これを社会学者は逸脱の状態化と呼んだ。	これを社会学者は「逸脱の常態化」と呼んだ。
c906-3	0.941	設計どおりでないまま飛ぶことが、許せることになっていた。	設計通りでないまま飛ぶことが許せることになっていた。	設計どおりでないまま飛ぶことが、許せることになっていた。
c907-1	0.971	委員会は、アトランティス号で26回飛んだ本物のパネルに断熱材を撃ち込んだ。	委員会はアトランティス号で二十六回飛んだ本物のパネルに断熱材を打ち込んだ。	委員会は、アトランティス号で26回飛んだ本物のパネルに断熱材を撃ち込んだ。
c907-2	0.978	8枚目のパネルに、縦横40センチほどの穴が開いた。	八枚目のパネルに縦横四十センチほどの穴が開いた。	8枚目のパネルに、たてよこ40センチほどの穴が開いた。
c907-3	0.957	割れた破片は翼の中に残る。飛行2日目に離れた物も、これだった可能性が高い。	割れた破片は翼の中に残る。飛行2日目に離れたものもこれだった可能性が高い。	割れた破片は翼の中に残る。飛行2日目に離れた物も、これだった可能性が高い。
c908-1	0.920	断熱材がはがれるたび、飛ばしてよい理由付けが作られた。	断熱材が剥がれるたび飛ばして良い理由付けが作られた。	断熱材がはがれるたび、飛ばしてよい理由付けが作られた。
c908-2	1.000	その理由付けが、この飛行で「危なくない」と考える下地になった。	その理由付けがこの飛行で危なくないと考える下地になった。	その理由付けが、この飛行で「危なくない」と考える下地になった。
c909-1	1.000	安全を担当する部署は、監督するはずの計画からお金をもらっていた。	安全を担当する部署は監督するはずの計画からお金をもらっていた。	あんぜんを担当する部署は、監督するはずの計画からお金をもらっていた。
c910-1	0.933	どの会議にも、安全の担当者はいた。	署の会議にも安全の担当者はいた。	どの会議にも、安全の担当者はいた。
c910-2	1.000	ただ聞いて、同意しただけだった。	ただ聞いて同意しただけだった。	ただ聞いて、同意しただけだった。
c911-1	0.982	委員会は、17年前の事故と問いがほとんど同じだと書いている。	委員会は十七年前の事故と問いがほとんど同じだと書いている。	委員会は、17年前の事故と問いがほとんど同じだと書いている。
c911-2	0.941	1986年、チャレンジャー号が失われたときの問いである。	1986年、チャレンジャー号が失われた時の問いである。	1986年、チャレンジャー号が失われたときの問いである。
c911-3	0.947	なぜ、はがれると知りながら飛び続けたのか。	なぜ剥がれると知りながら飛び続けたのか。	なぜ、はがれると知りながら飛び続けたのか。
c912-1	0.962	チャレンジャー号を招いた組織の欠陥は、直っていなかった。	チャレンジャー号を招いた組織の欠陥は治っていなかった。	チャレンジャー号を招いた組織の欠陥は、直っていなかった。
c912-2	0.960	欠陥のあるやり方は20年続き、両方の事故に大きく効いた。	欠陥のあるやり方は年続き、両方の事故に大きく効いた。	欠陥のあるやり方は20年続き、両方の事故に大きく効いた。
c913-1	0.980	勧告は29件。うち15件は、次に飛ぶ前にやることとされた。	勧告は二十九件、うち十五件は次に飛ぶ前にやることとされた。	勧告は29件。うち15件は、次に飛ぶ前にやることとされた。
c913-2	1.000	打ち上げを3方向以上から撮ること。RCCを全部点検すること。	打ち上げを三方向以上から撮ること。RCCを全部点検すること。	うちあげを3方向以上から撮ること。RCCを全部点検すること。
c913-3	1.000	軌道の上で点検し、応急の修理ができる手立てを持つこと。	軌道の上で点検し、応急の修理ができる手立てを持つこと。	軌道の上で点検し、応急の修理ができる手立てを持つこと。
c914-1	0.903	そのうえで、委員会はこう書いている。	その上で委員会はこう書いている。	そのうえで、委員会はこう書いている。
c914-2	1.000	歴史は背景ではない。歴史が原因だ	歴史は背景ではない。歴史が原因だ。	歴史は背景ではない。歴史が原因だ
c915-1	0.947	委員会は、人を替えても解決しないと書いた。	委員会は人を変えても解決しないと書いた。	委員会は、人を替えても解決しないと書いた。
c915-2	1.000	だがその直前に、個人が責任を負わない意味ではない、とも書く。	だが、その直前に個人が責任を負わない意味ではないとも書く。	だがその直前に、個人が責任を負わない意味ではない、とも書く。
c916-1	1.000	危険は認めるべきだが、諦めて受け入れてはならない。	危険は認めるべきだが、諦めて受け入れてはならない。	危険は認めるべきだが、諦めて受け入れてはならない。
c916-2	1.000	事故の記憶は必ず薄れる。だから急げ、と委員会は書いた。	事故の記憶は必ず薄れる。だから急げと委員会は書いた。	事故の記憶は必ず薄れる。だから急げ、と委員会は書いた。
ep01-1	0.889	話は、そこから8年半あとに飛ぶ。	話はそこから八年半後に飛ぶ。	話は、そこから8年半あとに飛ぶ。
ep01-2	0.947	2011年の夏、テキサスは記録に残る最悪の干ばつのなかにいた。	2011年の夏、テキサスは記録に残る最悪の干ばつの中にいた。	2011年の夏、テキサスは記録に残る最悪の干ばつのなかにいた。
ep02-1	0.964	ナコドーチェス湖の水位は、いつもより3メートル近く下がった。	ナコドーチェスコの水位はいつもより三メートル近く下がった。	ナコドーチェス湖の水位は、いつもより3メートル近く下がった。
ep02-2	1.000	7月の終わり、警察官が湖底に現れた球形の物体に気づく。	七月の終わり、警察官が湖底に現れた球形の物体に気づく。	7月の終わり、警察官が湖底に現れた球形の物体に気づく。
ep03-1	1.000	直径1メートルほどのアルミの球で、中は泥で埋まっていた。	直径一メートルほどのアルミの球で、中は泥で埋まっていた。	直径1メートルほどのアルミの球で、中は泥で埋まっていた。
ep03-2	0.947	コロンビア号が積んでいた、電気のもとになるガスのタンクである。	コロンビア号が積んでいた電気の元になるガスのタンクである。	コロンビア号が積んでいた、電気のもとになるガスのタンクである。
ep04-1	1.000	2003年、この湖は捜索されている。	2003年、この湖は捜索されている。	2003年、この湖は捜索されている。
ep04-2	1.000	海軍の潜水士が、ソナーの反応を一つずつ潜って確かめた。	海軍の潜水士がソナーの反応を一つずつ潜って確かめた。	海軍の潜水士が、ソナーの反応を一つずつ潜って確かめた。
ep04-3	1.000	それでも、この湖からは1点も見つからなかった。	それでもこの湖からは一点も見つからなかった。	それでも、この湖からは1点も見つからなかった。
ep05-1	1.000	人が潜って見つけられなかったものが、水が引いて出てきた。	人が潜って見つけられなかったものが、水が引いて出てきた。	人が潜って見つけられなかったものが、水が引いて出てきた。
ep05-2	1.000	事故から、8年半が過ぎていた。	事故から八年半が過ぎていた。	事故から、8年半が過ぎていた。
ep06-1	1.000	破片は今も見つかる。そのたびに、あの7人が思い出される。	破片は今も見つかる。そのたびにあの七人が思い出される。	破片は今も見つかる。そのたびに、あの7人が思い出される。
ep06-2	0.906	かけら一つで機体は壊れた。だが、壊れたのはそれだけではない。	欠片一つで機体は壊れた。だが、壊れたのはそれだけではない。	かけら一つで機体は壊れた。だが、壊れたのはそれだけではない。
ep06-3	1.000	見ようとしなければ、見えないままだった。	見ようとしなければ見えないままだった。	見ようとしなければ、見えないままだった。
