場面	一致率	送った文	聞こえた文	送信文
c806-2	1.000	大型化した貨物船が、既存の港湾施設に対して危険を増している、と報告書は書く。	大型化した貨物船が既存の港湾施設に対して危険を増していると報告書は書く。	大型化した貨物船が、既存の港湾施設に対して危険を増している、と報告書は書く。
c807-1	1.000	ここで、橋の設計の指針を作っている団体が出てくる。	ここで橋の設計の指針を作っている団体が出てくる。	ここで、橋の設計の指針を作っている団体が出てくる。
c807-2	1.000	全米州道路交通運輸行政官協会。以下、協会と呼ぶ。	全米州道路交通運輸行政官協会、以下協会と呼ぶ。	全米州道路交通運輸行政官協会。以下、協会と呼ぶ。
c808-1	1.000	出発点は1980年5月。フロリダの、サンシャイン・スカイウェイ橋。	出発点は1980年5月、フロリダのサンシャインスカイウェイ橋。	出発点は1980年5月。フロリダの、サンシャイン・スカイウェイ橋。
c808-2	0.915	ばら積み船が当たり、橋桁がおよそ150フィート下の湾へ落ちた。	ばらずみすねが当たり、橋桁がおよそ150フィート下の湾へ落ちた。	ばら積み船が当たり、橋桁がおよそ150フィート下の湾へ落ちた。
c809-1	0.980	長距離バス1台、小型トラック1台、乗用車6台が湾に落ち、	長距離バス一台、小型トラック一台、乗用車六台が湾に落ちと	長距離バス1台、小型トラック1台、乗用車6台が湾に落ち、
c809-2	0.941	35人が亡くなった。	35人が亡くなっ	サンジュウゴにんが亡くなった。
c810-1	0.947	このときのNTSBの勧告から、1991年に協会の指針ができた。	この時のNTSBの勧告から1991年に協会の指針ができた	このときのNTSBの勧告から、1991年に協会の指針ができた。
c810-2	0.923	2009年に改訂されている。	2009年に改定されている	2009年に改訂されている。
c811-1	0.909	いまは、国の幹線道路網の新しい橋には、	今は国の幹線道路網の新しい橋には	いまは、国の幹線道路網の新しい橋には、
c811-2	1.000	この指針の計算で崩落の危険を抑えることが求められている。	この指針の計算で崩落の危険を抑えることが求められている。	この ししんの計算で崩落の危険を抑えることが求められている。
c812-1	0.957	ただし、1991年より前に建った橋には、義務が無い。	ただし、 1991年より前に建った橋には義務がない。	ただし、1991年より前に建った橋には、義務が無い。
c812-2	0.933	協会は、既設の橋についても計算するよう勧めた。あくまで推奨である。	協会は季節の橋についても計算するよう勧めた。あくまで推奨である。	協会は、既設の橋についても計算するよう勧めた。あくまで推奨である。
c813-1	0.885	キー橋は1977年の橋なので、州交通局に義務は無かった。	ヒイ橋は1977年の橋なので、州交通局に義務はなかった。	キー橋は1977年の橋なので、州交通局に義務は無かった。
c813-2	0.968	それでも、勧められていたことを知っているべきだった、と報告書は書く。	それでも「進められていたことを知っているべきだった」と報告書は書く。	それでも、勧められていたことを知っているべきだった、と報告書は書く。
c814-1	0.982	州交通局は、この指針を引用する別の基準を作る委員会にいた。	西州交通局はこの指針を引用する別の基準を作る委員会にいた。	州交通局は、この指針を引用する別の基準を作る委員会にいた。
c814-2	0.962	州の道路行政も、2009年の指針そのものの開発委員だった。	州の道路行政も二千九年の指針そのものの開発委員だった	州の道路行政も、2009年の指針そのものの開発委員だった。
c815-1	0.966	2009年の指針の計算、方法2は、橋の下を通る船の大きさと速さ、	二〇〇九年の指針の計算方法には、橋の下を通る船の大きさと速さ	2009年の ししんの計算、方法2は、橋の下を通る船の大きさと速さ、
c815-2	0.931	年間の隻数、水路の形などを入れて、崩れる見込みを出すものである。	年間の積雪、水路の形などを入れて崩れる見込みを出すものである。	ねんかんの せきすう、水路の形などを入れて、崩れる見込みを出すものである。
c816-1	0.833	重要とされる橋のしきい値は、年に1万分の1。	重要とされる橋の敷地は年に一万分の一	重要とされる橋のしきい値は、年に1万分の1。
c816-2	1.000	一般の橋なら、年に1000分の1である。	一般の橋なら年に1000分の1である。	一般の橋なら、年に1000分の1である。
c817-1	0.930	事故のあと、NTSBがこの計算をキー橋に当てた。	事故の後、NTSBがこの計算をキー橋に当てた。	事故のあと、NTSBがこの計算をキー橋に当てた。
c817-2	1.000	出てきた見込みは、許容の線を大きく超えていた。	出てきた見込みは許容の線を大きく超えていた。	出てきた見込みは、許容の線を大きく超えていた。
c817-3	0.571	しきい値の、およそ30倍	地球位置のおよそ三十倍	しきい値の、およそ30倍
c818-1	0.962	計算していれば、この橋が基準を超えていることは分かった。	計算していれば、この橋が基準を超えていることはわかった。	計算していれば、この橋が基準を超えていることは分かった。
c818-2	1.000	どう危険を下げるかを考える材料も、手に入っていた。	どう危険を下げるかを考える材料も手に入っていた。	どう危険を下げるかを考える材料も、手に入っていた。
c819-1	1.000	だから報告書は、崩落と人命の損失に寄与した要因として、	だから、報告書は崩落と人命の損失に寄与した要因として	だから報告書は、崩落と人命の損失に寄与した要因として、
c819-2	0.920	外航船の衝突に対する備えが無かったことを挙げている。	外交船の衝突に対する備えがなかったことを挙げている。	がいこう船の衝突に対する備えが無かったことを挙げている。
c820-1	1.000	NTSBの求めで、連邦道路庁が全国の橋を数えた。	NTSBの求めで、連邦道路庁が全国の橋を数えた。	NTSBの求めで、連邦道路庁が全国の橋を数えた。
c820-2	0.857	外航船が通る水路をまたぐ橋は、26の州に176ある。	1回以降船が通る水路をまたぐ橋は二十六の州に百七十六ある。	がいこう船が通る水路をまたぐ橋は、26の州に176ある。
c821-1	0.814	そのうち40の橋が、2002年から2023年のあいだに当たられている。	そのうち四十の橋が二千二年から二千二十三年の間に渡られている。	そのうち40の橋が、2002年から2023年のあいだに当たられている。
c821-2	0.955	相手は大型の外航船。全体の23パーセントである。	相手は大型の外交船全体の二十三パーセントである。	相手は大型のがいこう船。全体の23パーセントである。
c822-1	0.867	1991年の指針より前に建ち、外航船が通る水路をまたぐ橋は68。	1991年の地震より前に立ち、外交船が通る水路をまたぐ橋は68。	1991年の ししんより前に建ち、がいこう船が通る水路をまたぐ橋は68。
c822-2	0.983	持ち主は30の団体。おそらく危険に気づいていない、と報告書は書く。	持ち主は三十の団体、おそらく危険に気づいていないと報告書は書く。	持ち主は30の団体。おそらく危険に気づいていない、と報告書は書く。
c822-3	1.000	同じ立場の橋が、68ある	同じ立場の橋が68ある	同じ立場の橋が、68ある
c823-1	1.000	NTSBは2025年3月18日、この件だけで別の報告書を出し、	NTSBは2025年3月18日、この件だけで別の報告書を出し	NTSBは2025年3月18日、この件だけで別の報告書を出し、
c823-2	0.939	緊急の勧告を4件出した。すべての宛先が動き始めている。	緊急の勧告を四件出した。全ての宛先が動き始めている。	緊急の勧告を4件出した。すべての宛先が動き始めている。
c824-1	1.000	もう1つ、繰り返し書かれていることがある。	もう一つ繰り返し書かれていることがある	もう1つ、繰り返し書かれていることがある。
c824-2	0.842	キー橋には、危険なときに車を橋に入れないための装置が無かった。	西樋橋には危険な時に車を橋に入れないための装置がなかった。	キー橋には、危険なときに車を橋に入れないための装置が無かった。
c825-1	1.000	あの夜は、工事のために警官が両端にいた。だから車が止まった。	あの夜は工事のために警官が両端にいた。だから車が止まった。	あの夜は、工事のために警官が両端にいた。だから車が止まった。
c825-2	1.000	警官がいなければ、車は止まらなかった、と報告書は書いている。	「警官がいなければ車は止まらなかった」と報告書は書いている。	警官がいなければ、車は止まらなかった、と報告書は書いている。
c901-1	0.909	崩れた鋼とコンクリートは、川の底と航路を塞いだ。	崩れた鋼とコンクリートは川の底と坑道を塞いだ。	崩れた鋼とコンクリートは、川の底と航路を塞いだ。
c901-2	1.000	ボルチモア港に出入りする船が、すべて止まった。	ボルチモア港に出入りする船がすべて止まった。	ボルチモア港に出入りする船が、すべて止まった。
c902-1	1.000	事故の朝、沿岸警備隊とメリーランド州環境局と、	事故の朝、沿岸警備隊とメリーランド州環境局と	事故の朝、沿岸警備隊とメリーランド州環境局と、
c902-2	1.000	船の運航会社の代理が、1つの指揮所、統合指揮を立ち上げた。	船の運航会社の代理が一つの指揮所、統合指揮を立ち上げた。	船の運航会社の代理が、1つの指揮所、統合指揮を立ち上げた。
c903-1	0.923	航路の管理は、陸軍工兵隊のボルチモア地区。	航路の管理は陸軍工兵隊のボルティモア地区	航路の管理は、陸軍工兵隊のボルチモア地区。
c903-2	0.857	撤去は、海軍のサルベージ・潜水監督官が率いた。	Techは海軍のサルベージ潜水監督官が率いた。	撤去は、海軍のサルベージ・潜水監督官が率いた。
c904-1	1.000	測量船がソナーで残骸の形を測り、潜水士が水中に入った。	測量船がソナーで残骸の形を測り、潜水士が水中に入った。	測量船がソナーで残骸の形を測り、潜水士が水中に入った。
c904-2	0.851	引き揚げのための、重量物のクレーンとはしけも入った。	引き上げのための重量物のクレーンと梯子も入った。	引き揚げのための、重量物のクレーンとはしけも入った。
c905-1	0.980	5月13日。船の上に乗ったままの橋桁を、火薬で切り離した。	五月十三日、船の上に乗ったままの橋桁を火薬で切り離した。	5月13日。船の上に乗ったままの橋桁を、火薬で切り離した。
c906-1	1.000	取り除いた量を、海軍はこう書いている。	取り除いた量を海軍はこう書いている。	取り除いた量を、海軍はこう書いている。
c906-2	1.000	川底から、5万トン	川底から五万トン	川底から、5万トン
c907-1	0.973	5月20日、ダリが浮かび、航路から出された。	五月二十日、ダリが浮かび、航路から出された。	5月20日、ダリが浮かび、航路から出された。
c907-2	0.811	岸壁に戻して、積荷と残骸を降ろしていく。	完璧に戻して積み荷と残骸を下ろしていく。	がんぺきに戻して、積み荷と残骸を降ろしていく。
c908-1	1.000	5月21日、限られた幅の仮の航路が開いた。	五月二十一日、限られた幅の仮の航路が開いた。	5月21日、限られた幅の仮の航路が開いた。
c908-2	0.913	深さ50フィート、幅400フィート、桁下214フィート。	深さ五十フィート、幅四百フィート、桁下二百十四フィート。	深さ50フィート、幅400フィート、桁下214フィート。
c909-1	1.000	6月4日、最後の大きなトラスの塊が、連邦航路から取り除かれた。	6月4日、最後の大きなトラスの塊が連邦航路から取り除かれた。	6月4日、最後の大きなトラスの塊が、連邦航路から取り除かれた。
c910-1	0.952	6月10日、フォート・マクヘンリー航路が再開した。	六月十日、フォートマクヘンリー航路が再開した。	6月10日、フォート・マクヘンリー航路が再開した。
c910-2	0.667	崩落から76日である。	Tuzlakから七十六日である。	崩落から76日である。
c911-1	1.000	川の底には、1974年に敷かれた直径24インチのガス管も通っていた。	川の底には1974年に敷かれた直径二十四インチのガス管も通っていた。	川の底には、1974年に敷かれた直径24インチのガス管も通っていた。
c911-2	1.000	圧を下げ、中を窒素に置き換えて安全にし、6月28日につなぎ直している。	圧を下げ、中を窒素に置き換えて安全にし、六月二十八日につなぎ直している。	圧を下げ、中を窒素に置き換えて安全にし、6月28日につなぎ直している。
c912-1	1.000	積んでいた4679個のコンテナのうち、56個が危険物だった。	積んでいた四千六百七十九個のコンテナのうち五十六個が危険物だった。	積んでいたよんせんろっぴゃくななじゅうきゅう個のコンテナのうち、56個が危険物だった。
c912-2	0.980	落ちた橋桁で傷んだ区画に、そのうち14個が入っていた。	落ちた橋桁で傷んだ区画にそのうち十四個が入っていた。	落ちた橋桁で傷んだ区画に、そのうち14個が入っていた。
c913-1	1.000	報告書は、コンテナからの危険な物質は環境に出ていない、と書いている。	報告書はコンテナからの危険な物質は環境に出ていないと書いている。	報告書は、コンテナからの危険な物質は環境に出ていない、と書いている。
c914-1	1.000	6月24日、ダリはボルチモアを離れ、ノーフォークへ向かった。	6月24日、ダリはボルチモアを離れ、ノーフォークへ向かった。	6月24日、ダリはボルチモアを離れ、ノーフォークへ向かった。
c914-2	0.969	9月19日には中国の造船所へ。修理が終わったのは、翌年1月16日である。	九月十九日には中国の造船所へ。修理が終わったのは翌年一月十六日である。	9月19日には中国の造船所へ。修理が終わったのは、翌年1月16日である。
c915-1	0.852	橋を渡っていた1日3万4000台あまりが、港のまわりを回ることになった。	橋を渡っていた一日三万四千台余りが港の周りを回ることになった。	橋を渡っていた1日3万4000台あまりが、港のまわりを回ることになった。
c915-2	1.000	危険物を積んだ車は、トンネルを通れないので、さらに大きく回る。	危険物を積んだ車はトンネルを通れないので、さらに大きく回る。	危険物を積んだ車は、トンネルを通れないので、さらに大きく回る。
c916-1	0.960	架け替えの設計の考え方は、2025年2月に公表された。	掛け替えの設計の考え方は2025年2月に公表された	架け替えの設計の考え方は、2025年2月に公表された。
c916-2	0.982	全長2マイル。塔から張ったケーブルで桁を吊る、斜張橋である。	全長二マイル。塔から張ったケーブルで二十桁を吊る斜張橋である。	全長2マイル。塔から張ったケーブルで桁を吊る、しゃちょうきょうである。
c916-3	0.865	主航路の上の桁下は、230フィートになる。	主砲炉の上の桁下は二百三十フィートになる	主航路の上の桁下は、230フィートになる。
c917-1	1.000	斜張橋は、部材が1つ壊れても荷重を支えられる形とされている。	斜張橋は部材が一つ壊れても荷重を支えられる形とされている。	しゃちょうきょうは、部材が1つ壊れても荷重を支えられる形とされている。
c917-2	0.764	主径間は3300フィート。塔と塔のあいだは1600フィートになる。	主計官は三千三百フィート、塔と塔の間は千六百フィートになる。	主径間は3300フィート。塔と塔のあいだは1600フィートになる。
c918-1	1.000	費用の見込みは43億ドルから52億ドル。	費用の見込みは四十三億ドルから五十二億ドル。	費用の見込みは43億ドルから52億ドル。
c918-2	0.958	通れるようになるのは、2030年の後半とされている。	売れるようになるのは2030年の後半とされている。	通れるようになるのは、2030年の後半とされている。
ca01-1	1.000	この事故で、NTSBは誰に何をせよと言ったのか。	この事故でNTSBは誰に何をせよと言ったのか。	この事故で、NTSBは誰に何をせよと言ったのか。
ca01-2	1.000	宛先は、沿岸警備隊、連邦道路庁、設計指針の協会、造船所、運航会社、部品の会社。	宛先は沿岸警備隊、連邦道路庁、設計指針の協会、造船所、運航会社、部品の会社。	宛先は、沿岸警備隊、連邦道路庁、設計指針の協会、造船所、運航会社、部品の会社。
ca02-1	0.909	端子台を作っているワゴ社への勧告は、こうである。	端子台を作っている我が社への勧告はこうである。	たんし台を作っているワゴ社への勧告は、こうである。
ca02-2	1.000	製品の説明書に、ラベルの帯の位置が線の差し込みを妨げうると書き加えること。	製品の説明書にラベルの帯の位置が線の差し込みを妨げうると書き加えること。	製品の説明書に、ラベルの帯の位置が線の差し込みを妨げうると書き加えること。
ca03-1	1.000	造船所には、帯の付け方を電気部門の作業手順に入れることを求めた。	造船所には帯の付け方を電気部門の作業手順に入れることを求めた。	造船所には、帯の付け方を電気部門の作業手順に入れることを求めた。
ca03-2	1.000	帯が、線を端子台へ正しく差し込むことを妨げないようにするためである。	帯が線を端子台へ正しく差し込むことを妨げないようにするためである。	帯が、線をたんし台へ正しく差し込むことを妨げないようにするためである。
ca04-1	1.000	運航会社には、赤外線の熱画像による点検を求めた。	運航会社には赤外線の熱画像による点検を求めた。	運航会社には、赤外線の熱画像による点検を求めた。
ca04-2	1.000	目に見えない不具合の兆しを、温度の差で見つける方法である。	目に見えない不具合の兆しを温度の差で見つける方法である。	目に見えない不具合の兆しを、温度の差で見つける方法である。
ca05-1	1.000	あの線は、先の金具が口の面に触れているだけの状態だった。	あの線は先の金具が口の面に触れているだけの状態だった。	あの線は、先の金具が口の面に触れているだけの状態だった。
ca05-2	0.952	接する面が小さいぶん、そこだけ温度が上がっていたと、報告書は見ている。	接する面が小さい分、そこだけ温度が上がっていたと報告書は見ている。	接する面が小さいぶん、そこだけ温度が上がっていたと、報告書は見ている。
ca06-1	1.000	この方法は船級協会が認めていて、業界でも広く使われている。	この方法は船級協会が認めていて、業界でも広く使われている。	この方法は船級協会が認めていて、業界でも広く使われている。
ca06-2	0.926	それでも、使うことを義務づける決まりは、業界のどこにも無い。	それでも使うことを義務付ける決まりは業界のどこにもない	それでも、使うことを義務づける決まりは、業界のどこにも無い。
ca07-1	1.000	橋の上の作業員については、道路工事の安全規格を作っている団体に、	橋の上の作業員については、道路工事の安全規格を作っている団体に	橋の上の作業員については、道路工事の安全規格を作っている団体に、
ca07-2	1.000	緊急の連絡手段を規格に入れることを求めた。	緊急の連絡手段を規格に入れることを求めた。	緊急の連絡手段を規格に入れることを求めた。
ca08-1	1.000	船の乗員と水先人には、沿岸警備隊へ緊急を伝える無線の道がある。	船の乗員と水先人には沿岸警備隊へ緊急を伝える無線の道がある。	船の乗員とみずさきにんには、沿岸警備隊へ緊急を伝える無線の道がある。
ca08-2	1.000	橋の上で働く人には、それがない。	橋の上で働く人にはそれがない。	橋の上で働く人には、それがない。
ca08-3	0.846	橋の上には、その道が無かった	足の上にはその道がなかった。	橋の上には、その道が無かった
ca09-1	0.791	車の側にも勧告が出た。しきい値を超えている橋、	車の側にも勧告が出た。敷居値を超えているらしい。	車の がわにも勧告が出た。しきい値を超えている橋、
ca09-2	1.000	あるいはまだ計算していない橋の持ち主に、警報装置の検討を求めている。	あるいはまだ計算していない橋の持ち主に警報装置の検討を求めている。	あるいはまだ計算していない橋の持ち主に、警報装置の検討を求めている。
ca10-1	0.978	その宛先には、20の道路管理者の名前が並んでいる。	その宛先には二十の道路管理者の名前が並んでいる。	その宛先には、20の道路管理者の名前が並んでいる。
ca10-2	1.000	ゴールデンゲート橋の管理者も、マキナック橋の管理者も、入っている。	ゴールデンゲート橋の管理者もマキナック橋の管理者も入っている。	ゴールデンゲート橋の管理者も、マキナック橋の管理者も、入っている。
ca11-1	1.000	もう1つ。停電中も止まらないこと、機関室と船橋の通話が残ること、	もう一つ、停電中も止まらないこと。機関室と船橋の通話が残ること	もう1つ。停電中も止まらないこと、機関室と船橋の通話が残ること、
ca11-2	0.893	マイクを別々に録れること。航海データ記録装置への勧告である。	マイクを別々に取れること。後悔データ記録装置への勧告である。	マイクを別々に録れること。航海データ記録装置への勧告である。
ca12-1	1.000	推定原因は、一本の信号線の緩みだった。	推定原因は一本の信号線の緩みだった。	推定原因は、一本の信号線の緩みだった。
ca12-2	0.893	寄与要因は3つ。橋に近すぎたこと。橋の側に備えが無かったこと。	理由要因は三つ。橋に近すぎたこと、橋の側に備えがなかったこと	寄与要因は3つ。橋に近すぎたこと。橋の がわに備えが無かったこと。
ca12-3	0.958	そして、橋の上の作業員に知らせる手段が無かったこと。	そして橋の上の作業員に知らせる手段がなかったこと。	そして、橋の上の作業員に知らせる手段が無かったこと。
ep01-1	0.914	最後の一つを、報告書の言葉どおりに読む。	最後の一つを報告書の言葉通りに読む。	最後の一つを、報告書の言葉どおりに読む。
ep01-2	0.970	橋の上の作業員に退避を知らせる、実効的で即時の連絡手段が無かったこと。	橋の上の作業員に退避を知らせる、実効的で即時の連絡手段がなかったこと。	橋の上の作業員に退避を知らせる、じっこう的で即時の連絡手段が無かったこと。
ep02-1	1.000	1時27分53秒に指示が出て、1時28分21秒に車が止まった。	1時27分53秒に指示が出て、1時28分21秒に車が止まった。	1時27分53秒に指示が出て、1時28分21秒に車が止まった。
ep02-2	0.800	そのあいだ、28秒である。	その間二十八秒である。	そのあいだ、28秒である。
ep03-1	1.000	報告書は、この封鎖をこう評価している。	報告書はこの封鎖をこう評価している。	報告書は、この封鎖をこう評価している。
ep03-2	1.000	素早い封鎖が、命を救った	素早い封鎖が命を救った。	素早い封鎖が、命を救った
ep04-1	0.964	同じ1時27分53秒に、橋の上へ向かう電話は掛からなかった。	同じ1時27分53秒に橋の上へ向かう電話はかからなかった。	同じ1時27分53秒に、橋の上へ向かう電話は掛からなかった。
ep04-2	1.000	番号は、両方の手の中にあった。	番号は両方の手の中にあった。	番号は、両方の手の中にあった。
ep05-1	0.945	報告書はこう結んでいる。緊急のときに橋から退避させるための、	報告書はこう結んでいる。緊急の時に橋から退避させるための	報告書はこう結んでいる。緊急のときに橋から退避させるための、
ep05-2	1.000	実効的で即時の連絡は、橋で働く人の安全に欠かせない。	実効的で即時の連絡は橋で働く人の安全に欠かせない。	じっこう的で即時の連絡は、橋で働く人の安全に欠かせない。
ep06-1	0.947	一本の信号線と、掛からなかった一本の電話。	一本の信号線と、かからなかった一本の電話	一本の信号線と、掛からなかった一本の電話。
ep06-2	1.000	259ページが指しているのは、その2つである。	二百五十九ページが指しているのはその二つである。	にひゃくごじゅうきゅうページが指しているのは、その2つである。
