行	型	該当	本文
c907-1	数詞＋助数詞	5月	5月20日、ダリが浮かび、航路から出された。
c907-1	数詞＋助数詞	20日	5月20日、ダリが浮かび、航路から出された。
c907-1	§6の語（キー橋）	ダリ	5月20日、ダリが浮かび、航路から出された。
c907-2	§6の語（キー橋）	積荷	岸壁に戻して、積荷と残骸を降ろしていく。
c908-1	文頭の数字	5	5月21日、限られた幅の仮の航路が開いた。
c908-1	同形異音語（一般）	日	5月21日、限られた幅の仮の航路が開いた。
c908-1	数詞＋助数詞	5月	5月21日、限られた幅の仮の航路が開いた。
c908-1	数詞＋助数詞	21日	5月21日、限られた幅の仮の航路が開いた。
c908-2	同形異音語（一般）	下	深さ50フィート、幅400フィート、桁下214フィート。
c908-2	数詞＋助数詞	50フィート	深さ50フィート、幅400フィート、桁下214フィート。
c908-2	数詞＋助数詞	400フィート	深さ50フィート、幅400フィート、桁下214フィート。
c908-2	数詞＋助数詞	214フィート	深さ50フィート、幅400フィート、桁下214フィート。
c909-1	文頭の数字	6	6月4日、最後の大きなトラスの塊が、連邦航路から取り除かれた。
c909-1	同形異音語（一般）	日	6月4日、最後の大きなトラスの塊が、連邦航路から取り除かれた。
c909-1	数詞＋助数詞	6月	6月4日、最後の大きなトラスの塊が、連邦航路から取り除かれた。
c909-1	数詞＋助数詞	4日	6月4日、最後の大きなトラスの塊が、連邦航路から取り除かれた。
c910-1	文頭の数字	6	6月10日、フォート・マクヘンリー航路が再開した。
c910-1	同形異音語（一般）	日	6月10日、フォート・マクヘンリー航路が再開した。
c910-1	数詞＋助数詞	6月	6月10日、フォート・マクヘンリー航路が再開した。
c910-1	数詞＋助数詞	10日	6月10日、フォート・マクヘンリー航路が再開した。
c910-1	§6の語（キー橋）	マクヘンリー	6月10日、フォート・マクヘンリー航路が再開した。
c910-2	1モーラ語＋助詞	日で	崩落から76日である。
c910-2	同形異音語（一般）	日	崩落から76日である。
c910-2	数詞＋助数詞	76日	崩落から76日である。
c911-1	数詞＋助数詞	1974年	川の底には、1974年に敷かれた直径24インチのガス管も通っていた。
c911-1	数詞＋助数詞	24インチ	川の底には、1974年に敷かれた直径24インチのガス管も通っていた。
c911-2	1モーラ語＋助詞	日に	圧を下げ、中を窒素に置き換えて安全にし、6月28日につなぎ直している。
c911-2	同形異音語（一般）	下	圧を下げ、中を窒素に置き換えて安全にし、6月28日につなぎ直している。
c911-2	同形異音語（一般）	日	圧を下げ、中を窒素に置き換えて安全にし、6月28日につなぎ直している。
c911-2	数詞＋助数詞	6月	圧を下げ、中を窒素に置き換えて安全にし、6月28日につなぎ直している。
c911-2	数詞＋助数詞	28日	圧を下げ、中を窒素に置き換えて安全にし、6月28日につなぎ直している。
c912-1	同形異音語（一般）	物	積んでいた4679個のコンテナのうち、56個が危険物だった。
c912-1	数詞＋助数詞	4679個	積んでいた4679個のコンテナのうち、56個が危険物だった。
c912-1	数詞＋助数詞	56個	積んでいた4679個のコンテナのうち、56個が危険物だった。
c912-2	数詞＋助数詞	14個	落ちた橋桁で傷んだ区画に、そのうち14個が入っていた。
c914-1	文頭の数字	6	6月24日、ダリはボルチモアを離れ、ノーフォークへ向かった。
c914-1	同形異音語（一般）	日	6月24日、ダリはボルチモアを離れ、ノーフォークへ向かった。
c914-1	数詞＋助数詞	6月	6月24日、ダリはボルチモアを離れ、ノーフォークへ向かった。
c914-1	数詞＋助数詞	24日	6月24日、ダリはボルチモアを離れ、ノーフォークへ向かった。
c914-1	§6の語（キー橋）	ダリ	6月24日、ダリはボルチモアを離れ、ノーフォークへ向かった。
c914-2	文頭の数字	9	9月19日には中国の造船所へ。修理が終わったのは、翌年1月16日である。
c914-2	1モーラ語＋助詞	日に	9月19日には中国の造船所へ。修理が終わったのは、翌年1月16日である。
c914-2	1モーラ語＋助詞	日で	9月19日には中国の造船所へ。修理が終わったのは、翌年1月16日である。
c914-2	同形異音語（一般）	日	9月19日には中国の造船所へ。修理が終わったのは、翌年1月16日である。
c914-2	同形異音語（一般）	日	9月19日には中国の造船所へ。修理が終わったのは、翌年1月16日である。
c914-2	数詞＋助数詞	9月	9月19日には中国の造船所へ。修理が終わったのは、翌年1月16日である。
c914-2	数詞＋助数詞	19日	9月19日には中国の造船所へ。修理が終わったのは、翌年1月16日である。
c914-2	数詞＋助数詞	1月	9月19日には中国の造船所へ。修理が終わったのは、翌年1月16日である。
c914-2	数詞＋助数詞	16日	9月19日には中国の造船所へ。修理が終わったのは、翌年1月16日である。
c915-1	同形異音語（一般）	日	橋を渡っていた1日3万4000台あまりが、港のまわりを回ることになった。
c915-1	数詞＋助数詞	1日	橋を渡っていた1日3万4000台あまりが、港のまわりを回ることになった。
c915-2	同形異音語（一般）	物	危険物を積んだ車は、トンネルを通れないので、さらに大きく回る。
c916-1	同形異音語（実績）	方	架け替えの設計の考え方は、2025年2月に公表された。
c916-1	同形異音語（一般）	表	架け替えの設計の考え方は、2025年2月に公表された。
c916-1	数詞＋助数詞	2025年	架け替えの設計の考え方は、2025年2月に公表された。
c916-1	数詞＋助数詞	2月	架け替えの設計の考え方は、2025年2月に公表された。
c916-3	同形異音語（一般）	上	主航路の上の桁下は、230フィートになる。
c916-3	同形異音語（一般）	下	主航路の上の桁下は、230フィートになる。
c916-3	数詞＋助数詞	230フィート	主航路の上の桁下は、230フィートになる。
c917-1	数詞＋助数詞	1つ	斜張橋は、部材が1つ壊れても荷重を支えられる形とされている。
c917-2	同形異音語（実績）	間	主径間は3300フィート。塔と塔のあいだは1600フィートになる。
c917-2	数詞＋助数詞	3300フィート	主径間は3300フィート。塔と塔のあいだは1600フィートになる。
c917-2	数詞＋助数詞	1600フィート	主径間は3300フィート。塔と塔のあいだは1600フィートになる。
c917-2	§6の語（キー橋）	径間	主径間は3300フィート。塔と塔のあいだは1600フィートになる。
c918-2	数詞＋助数詞	2030年	通れるようになるのは、2030年の後半とされている。
ca01-1	§6の語（キー橋）	NTSB	この事故で、NTSBは誰に何をせよと言ったのか。
ca01-1	英字・記号	NTSB	この事故で、NTSBは誰に何をせよと言ったのか。
ca01-2	§6の語（キー橋）	協会	宛先は、沿岸警備隊、連邦道路庁、設計指針の協会、造船所、運航会社、部品の会社。
ca02-1	§6の語（キー橋）	ワゴ	端子台を作っているワゴ社への勧告は、こうである。
ca03-1	同形異音語（実績）	方	造船所には、帯の付け方を電気部門の作業手順に入れることを求めた。
ca04-2	1モーラ語＋助詞	目に	目に見えない不具合の兆しを、温度の差で見つける方法である。
ca04-2	同形異音語（一般）	目	目に見えない不具合の兆しを、温度の差で見つける方法である。
ca05-2	同形異音語（一般）	上	接する面が小さいぶん、そこだけ温度が上がっていたと、報告書は見ている。
ca06-1	§6の語（キー橋）	協会	この方法は船級協会が認めていて、業界でも広く使われている。
ca07-1	同形異音語（一般）	上	橋の上の作業員については、道路工事の安全規格を作っている団体に、
ca07-1	同形異音語（一般）	事	橋の上の作業員については、道路工事の安全規格を作っている団体に、
ca08-1	同形異音語（一般）	人	船の乗員と水先人には、沿岸警備隊へ緊急を伝える無線の道がある。
ca08-1	§6の語（キー橋）	水先	船の乗員と水先人には、沿岸警備隊へ緊急を伝える無線の道がある。
ca08-2	同形異音語（一般）	上	橋の上で働く人には、それがない。
ca08-2	同形異音語（一般）	人	橋の上で働く人には、それがない。
ca08-3	同形異音語（一般）	上	橋の上には、その道が無かった
ca09-1	同形異音語（実績）	側	車の側にも勧告が出た。しきい値を超えている橋、
ca11-1	同形異音語（実績）	話	もう1つ。停電中も止まらないこと、機関室と船橋の通話が残ること、
ca11-1	数詞＋助数詞	1つ	もう1つ。停電中も止まらないこと、機関室と船橋の通話が残ること、
ca12-2	同形異音語（実績）	側	寄与要因は3つ。橋に近すぎたこと。橋の側に備えが無かったこと。
ca12-2	数詞＋助数詞	3つ	寄与要因は3つ。橋に近すぎたこと。橋の側に備えが無かったこと。
ca12-3	同形異音語（一般）	上	そして、橋の上の作業員に知らせる手段が無かったこと。
ep01-1	同形異音語（一般）	一	最後の一つを、報告書の言葉どおりに読む。
ep01-2	同形異音語（一般）	上	橋の上の作業員に退避を知らせる、実効的で即時の連絡手段が無かったこと。
ep02-1	文頭の数字	1	1時27分53秒に指示が出て、1時28分21秒に車が止まった。
ep02-1	数詞＋助数詞	1時	1時27分53秒に指示が出て、1時28分21秒に車が止まった。
ep02-1	数詞＋助数詞	27分	1時27分53秒に指示が出て、1時28分21秒に車が止まった。
ep02-1	数詞＋助数詞	53秒	1時27分53秒に指示が出て、1時28分21秒に車が止まった。
ep02-1	数詞＋助数詞	1時	1時27分53秒に指示が出て、1時28分21秒に車が止まった。
ep02-1	数詞＋助数詞	28分	1時27分53秒に指示が出て、1時28分21秒に車が止まった。
ep02-1	数詞＋助数詞	21秒	1時27分53秒に指示が出て、1時28分21秒に車が止まった。
ep02-2	数詞＋助数詞	28秒	そのあいだ、28秒である。
ep04-1	同形異音語（実績）	話	同じ1時27分53秒に、橋の上へ向かう電話は掛からなかった。
ep04-1	同形異音語（一般）	上	同じ1時27分53秒に、橋の上へ向かう電話は掛からなかった。
ep04-1	数詞＋助数詞	1時	同じ1時27分53秒に、橋の上へ向かう電話は掛からなかった。
ep04-1	数詞＋助数詞	27分	同じ1時27分53秒に、橋の上へ向かう電話は掛からなかった。
ep04-1	数詞＋助数詞	53秒	同じ1時27分53秒に、橋の上へ向かう電話は掛からなかった。
ep04-2	同形異音語（実績）	方	番号は、両方の手の中にあった。
ep05-2	同形異音語（一般）	人	実効的で即時の連絡は、橋で働く人の安全に欠かせない。
ep06-1	同形異音語（実績）	話	一本の信号線と、掛からなかった一本の電話。
ep06-2	文頭の数字	2	259ページが指しているのは、その2つである。
ep06-2	数詞＋助数詞	2つ	259ページが指しているのは、その2つである。
