場面	一致率	送った文	聞こえた文	送信文
c801-1	1.000	1961年5月。水を入れなければ、この炉でもう核反応は起きない。	1961年5月。水を入れなければ、この炉でもう核反応は起きない。	1961年5月。水を入れなければ、この炉でもう核反応は起きない。
c801-2	1.000	そう判断されて、最後の段階が始まった。	そう判断されて最後の段階が始まった。	そう判断されて、最後の段階が始まった。
c802-1	0.809	呼び名はフェーズ3。やることは4つに分かれていた。	呼び名はPhase3。やることは四つに分かれていた。	呼び名はフェーズ3。やることは4つに分かれていた。
c802-2	1.000	運ぶ。分解する。建屋を切って埋める。残りを除染する。	運ぶ、分解する、建屋を切って埋める、残りを除染する。	運ぶ。分解する。たてやを切って埋める。残りを除染する。
c803-1	1.000	実施したのは、ゼネラル・エレクトリック。	実施したのはゼネラルエレクトリック。	実施したのは、ゼネラル・エレクトリック。
c803-2	1.000	期間は1961年5月から、1962年7月まで。	期間は1961年5月から1962年7月まで。	期間は1961年5月から、1962年7月まで。
c804-1	0.913	事故から4か月後に始まり、1年2か月かかっている。	事故から四ヶ月後に始まり、一年二ヶ月かかっている。	事故から4か月後に始まり、1年2か月かかっている。
c804-2	1.000	事故そのものは、2秒から4秒だった。	事故そのものは二秒から四秒だった。	事故そのものは、2秒から4秒だった。
c805-1	1.000	1961年11月29日、圧力容器が建屋から出された。	1961年11月29日、圧力容器が建屋から出された。	1961年11月29日、圧力容器が建屋から出された。
c805-2	0.872	この容器は事故の夜、いちど空中へ飛んでいる。	この容器は事故の夜、一度空中へ飛んでいる。	この容器は事故の夜、いちど空中へ飛んでいる。
c805-3	1.000	9フィート、飛び上がった	九フィート飛び上がった。	9フィート、飛び上がった
c806-1	1.000	翌11月30日、試験場の北の端にある工場へ運ばれた。	翌11月30日、試験場の北の端にある工場へ運ばれた。	翌11月30日、試験場の北の端にある工場へ運ばれた。
c806-2	1.000	中には、壊れた炉心がそのまま入っている。	中には壊れた炉心がそのまま入っている。	中には、壊れた炉心がそのまま入っている。
c807-1	1.000	そこで炉は分解され、部品ごとに調べられた。	そこで炉は分解され、部品ごとに調べられた。	そこで炉は分解され、部品ごとに調べられた。
c807-2	1.000	化学と金属の分析。温度と圧力を、金属の側から読む作業である。	化学と金属の分析。温度と圧力を金属の側から読む作業である。	化学と金属の分析。温度と圧力を、金属の側から読む作業である。
c808-1	0.970	分かったことがある。中心の16体では、	分かったことがある。中心の十六体では	分かったことがある。中心の16体では、
c808-2	1.000	板の面積の5パーセントが、蒸発の温度まで上がっていた。	板の面積の五パーセントが蒸発の温度まで上がっていた。	板の面積の5パーセントが、蒸発の温度まで上がっていた。
c809-1	0.980	炉心全体の20パーセントでは、溶けが被覆の表面まで進み、	炉心全体の二十パーセントでは溶けが被覆の表面まで進み	炉心全体の20パーセントでは、溶けが被覆の表面まで進み、
c809-2	1.000	その部分が壊れていた。	その部分が壊れていた。	その部分が壊れていた。
c810-1	1.000	炉心そのものも、ほぼ半フィート、上へずれていた。	炉心そのものもほぼ半フィート上へずれていた。	炉心そのものも、ほぼ半フィート、上へずれていた。
c810-2	1.000	押し上げられて、そのまま戻らなかったということである。	押し上げられてそのまま戻らなかったということである。	押し上げられて、そのまま戻らなかったということである。
c811-1	1.000	ここで、事故の日の作業が効いてくる。	ここで事故の日の作業が効いてくる	ここで、事故の日の作業が効いてくる。
c811-2	1.000	前日から差し込んでいた44本の測定棒が、ほとんど回収できた。	前日から差し込んでいた四十四本の測定棒がほとんど回収できた。	前日から差し込んでいた44本の測定棒が、ほとんど回収できた。
c812-1	1.000	中に仕込まれたコバルトの線から、	中に仕込まれたコバルトの線から	中に仕込まれたコバルトの線から、
c812-2	1.000	中性子がどこにどれだけ来たかを、直接測ることができた。	中性子がどこにどれだけ来たかを直接測ることができた。	中性子がどこにどれだけ来たかを、直接測ることができた。
c813-1	1.000	建屋は、切って埋めることになった。	建屋は切って埋めることになった。	たてやは、切って埋めることになった。
c813-2	1.000	壊し方は、爆破である。	壊し方は爆破である。	壊し方は、爆破である。
c814-1	1.000	フォート・ベルボアから爆破の専門家が来て、	フォートベルボアから爆破の専門家が来て	フォート・ベルボアから爆破の専門家が来て、
c814-2	0.952	柱の鋼材に、成形炸薬を磁石のクリップで留めた。	柱の鋼材に成形炸薬を磁石のクリップで止めた。	柱の鋼材に、成形炸薬を磁石のクリップで留めた。
c815-1	0.957	運転階の床を落とし、入った割れ目から2つに割って、	運転会の床を落とし、入った割れ目から二つに割って	運転階の床を落とし、入った割れ目から2つに割って、
c815-2	1.000	ブルドーザで引きずった。	ブルドーザで引きずった。	ブルドーザで引きずった。
c816-1	0.979	引きずった先は、SL-1から1600フィートの位置。	引きずった先はSL1から1600フィートの位置。	引きずった先は、SL-1から1600フィートの位置。
c816-2	0.938	そこに、新しい埋設地を掘ってあった。	そこに新しい埋設土を掘ってあった。	そこに、新しい埋設地を掘ってあった。
c817-1	0.966	溝は2本。深さ10フィート、長さは466フィートと495フィート。	溝は二本、深さ十フィート、長さは四百六十六フィートと四百九十五フィート	溝は2本。深さ10フィート、長さは466フィートと495フィート。
c817-2	0.968	それでも入りきらず、2本の間に3本目、長さ400フィートを掘っている。	それでも入りきらず、二本の間に三本目、長さ四百フィートを掘っている。	それでも入りきらず、2本の間に3本目、長さ400フィートを掘っている。
c819-1	1.000	埋めた量は、およそ8万立方フィート。	埋めた量はおよそ八万立方フィート	埋めた量は、およそ8万立方フィート。
c819-2	1.000	放射能の量で、およそ600キュリー。	放射能の量でおよそ600キュリー	放射能の量で、およそ600キュリー。
c820-1	1.000	上には、汚れていない土を2フィート被せた。	上には汚れていない土を二フィート被せた。	上には、汚れていない土を2フィート被せた。
c820-2	0.824	いまも、その下にある。	今もその下にある。	いまも、その下にある。
c821-1	1.000	なぜ試験場の共同処分地へ運ばなかったのか。	なぜ試験場の共同処分地へ運ばなかったのか。	なぜ試験場の共同処分地へ運ばなかったのか。
c821-2	0.821	公道を16マイル運ぶあいだに、人が浴びる量のほうが大きいからだ。	坑道を十六マイル運ぶ間に人が浴びる量の方が大きいからだ。	公道を16マイル運ぶあいだに、人が浴びる量のほうが大きいからだ。
c822-1	1.000	燃料は、試験場の化学処理工場へ送られて再処理された。	燃料は試験場の化学処理工場へ送られて再処理された。	燃料は、試験場の化学処理工場へ送られて再処理された。
c822-2	1.000	燃料を除いた炉心と部品は、廃棄物の管理施設に入っている。	燃料を除いた炉心と部品は廃棄物の管理施設に入っている。	燃料を除いた炉心と部品は、廃棄物の管理施設に入っている。
c823-1	1.000	除染が終わったのは1962年9月。建屋は1994年に解体された。	除染が終わったのは1962年9月。建屋は1994年に解体された。	除染が終わったのは1962年9月。建屋は1994年に解体された。
c823-2	0.903	記録文書は、いまの状態を1行で書く。	記録文書は今の状態を一行で書く。	記録文書は、いまの状態を1行で書く。
c823-3	1.000	敷地は全部、更地である	敷地は全部更地である。	敷地は全部、更地である
c901-1	1.000	この事故については、よくこう言われる。	この事故についてはよくこう言われる。	この事故については、よくこう言われる。
c901-2	0.979	これ以後、制御棒1本で臨界にできる炉は、禁じられた、と。	これ以後、制御棒一本で臨界にできる炉は禁じられた。	これ以後、制御棒1本で臨界にできる炉は、禁じられた、と。
c902-1	1.000	本当だろうか。この動画では、当たれるものを全部当たった。	本当だろうか。この動画では当たれるものを全部当たった。	本当だろうか。この動画では、当たれるものを全部当たった。
c902-2	1.000	先に言うと、その形の規則は見つからなかった。	先に言うと、その形の規則は見つからなかった。	先に言うと、その形の規則は見つからなかった。
c903-1	1.000	まず、原因を扱った調査委員会の報告。1961年6月、43ページ。	まず原因を扱った調査委員会の報告。 1961年6月43ページ。	まず、原因を扱った調査委員会の報告。1961年6月、43ページ。
c903-2	1.000	全文を機械で調べた。	全文を機械で調べた	全文を機械で調べた。
c904-1	1.000	「1本の制御棒」という言葉は、1件も出てこない。	一本の制御棒という言葉は一件も出てこない。	「1本の制御棒」という言葉は、1件も出てこない。
c904-2	1.000	設計の規則は、そこには書かれていない。	設計の規則はそこには書かれていない。	設計の規則は、そこには書かれていない。
c905-1	1.000	次に、原子力委員会AECの委員が、1961年6月に議会でそう述べたという記録。	次に原子力委員会 AEC の委員が1961年6月に議会でそう述べたという記録。	次に、原子力委員会AECの委員が、1961年6月に議会でそう述べたという記録。
c905-2	1.000	これは、エネルギー省の公式の歴史書に載っている。	これはエネルギー省の公式の歴史書に載っている。	これは、エネルギー省の公式の歴史書に載っている。
c906-1	0.920	ただし、その本の出どころは1961年6月1日付の書簡で、	ただし、その本の出所は 1961年6月1日付の書簡で	ただし、その本の出どころは1961年6月1日付の書簡で、
c906-2	1.000	アイダホ州歴史協会にある。原文には当たれなかった。	アイダホ州歴史協会にある原文には当たれなかった	アイダホ州歴史協会にある。原文には当たれなかった。
c907-1	1.000	だからここは「そう書いている本がある」までしか言えない。	だからここはそう書いている本があるまでしか言えない。	だからここは「そう書いている本がある」までしか言えない。
c907-2	1.000	規則そのものは、まだ出てこない。	規則そのものはまだ出てこない。	規則そのものは、まだ出てこない。
c908-1	1.000	もっとはっきりしている資料がある。1962年11月、	もっとはっきりしている資料がある。 1962年11月	もっとはっきりしている資料がある。1962年11月、
c908-2	1.000	アルゴンヌ国立研究所が出した54ページの検討報告書である。	アルゴンヌ国立研究所が出した五十四ページの検討報告書である	アルゴンヌ国立研究所が出した54ページの検討報告書である。
c909-1	1.000	その第8章F節の題は、「単一の誤り、という基準」。	その第八章F節の題は、単一の誤りという基準	その第8章F節の題は、「単一の誤り、という基準」。
c909-2	1.000	書き出しはこうだ。	書き出しはこうだ。	書き出しはこうだ。
c909-3	1.000	断定的に、こう述べたい	断定的にこう述べたい。	断定的に、こう述べたい
c910-1	1.000	制御棒1本を抜くだけで超臨界、つまり反応が増え続ける状態になる設計は、	制御棒一本を抜くだけで超臨界、つまり反応が増え続ける状態になる設計は	制御棒1本を抜くだけで超臨界、つまり反応が増え続ける状態になる設計は、
c910-2	1.000	今後は認めない。そう言い切りたい。だが、と続く。	今後は認めない。そう言い切りたい。だが、と続く。	今後は認めない。そう言い切りたい。だが、と続く。
c911-1	0.943	避けようとすると、ほかの大事な点で設計が悪くなりかねない。	避けようとすると、他の大事な点で設計が悪くなりかねない	避けようとすると、ほかの大事な点で設計が悪くなりかねない。
c911-2	1.000	どこで折り合わせるかは、設計者が決めるしかない、と。	どこで折り合わせるかは設計者が決めるしかないと	どこで折り合わせるかは、設計者が決めるしかない、と。
c912-1	0.889	同じ節は、こうも書いている。この炉は新品のときから、	同じ説はこうも書いている。「この炉は新品の時から	同じ節は、こうも書いている。この炉は新品のときから、
c912-2	0.964	中央の棒を抜けば超臨界だった。事故は、新しい炉でも起きえた、と。	中央の棒を抜けば超臨界だった。事故は新しい炉でも起き得たと	中央の棒を抜けば超臨界だった。事故は、新しい炉でも起きえた、と。
c912-3	0.875	事故から1年10か月。この時点で、条文にはなっていない。	事故から一年十ヶ月。この時点で、成文にはなっていない	事故から1年10か月。この時点で、条文にはなっていない。
c913-1	0.818	ただし同じ節に、この事故のいちばん鋭い数字がある。	ただし、同じ説にこの事故の一番鋭い数字がある。	ただし同じ せつに、この事故のいちばん鋭い数字がある。
c913-2	1.000	歯棒と歯車の減速比の話である。	歯棒と歯車の減速比の話である。	歯棒と歯車の減速比の話である。
c914-1	0.852	駆動装置は、反応度が毎秒0.01パーセントより速く入らないよう、	駆動装置は反応度が毎秒0.01%より早く入らないよう	駆動装置は、反応度が毎秒0.01パーセントより速く入らないよう、
c914-2	1.000	歯車が選ばれていた。わざと、遅くしてある。	歯車が選ばれていた。わざと遅くしてある。	歯車が選ばれていた。わざと、遅くしてある。
c915-1	0.980	ところが駆動を外し、手で速く引けば、毎秒20パーセント。	ところが、駆動を外し、手で速く引けば毎秒二十パーセント	ところが駆動を外し、手で速く引けば、毎秒20パーセント。
c915-2	0.857	2000倍になりうる、と見積もられている。	二千倍になり得ると見積もられている。	2000倍になりうる、と見積もられている。
c915-3	0.909	止めた炉で棒を扱う危険	止めた路で棒を扱う危険。	止めた炉で棒を扱う危険
c916-1	1.000	条文になったのは1971年2月20日、一般設計基準の25番と26番。	条文になったのは1971年2月20日、一般設計基準の二十五番と二十六番	条文になったのは1971年2月20日、一般設計基準の25番と26番。
c916-2	0.939	25番は、ひとつの誤動作でも燃料の限度を超えないこと。	二十五番は一つの誤動作でも燃料の限度を超えないこと。	25番は、ひとつの誤動作でも燃料の限度を超えないこと。
c917-1	1.000	26番は、棒が固着する不具合を見込んだ余裕を持つこと。	二十六番は棒が固着する不具合を見込んだ余裕を持つこと。	26番は、棒が固着する不具合を見込んだ余裕を持つこと。
c917-2	1.000	どちらも「1本で臨界にならない」とは書いていない。近いが、別だ。	どちらも一本で臨界にならないとは書いていない。近いが別だ。	どちらも「1本で臨界にならない」とは書いていない。近いが、別だ。
ep01-1	1.000	この動画で使ったのは、3冊の報告書である。	この動画で使ったのは三冊の報告書である。	この動画で使ったのは、3冊の報告書である。
ep01-2	1.000	原因を書かない208ページ。原因を書いた320ページ。追試の191ページ。	原因を書かない 208ページ。原因を書いた 320ページ。追試の 191ページ。	原因を書かない208ページ。原因を書いた320ページ。追試の191ページ。
ep02-1	0.756	いちばん厚い記録は、原因ではなく、後始末のほうにある。	一番熱い記録は原因ではなく後始末の方にある	いちばん厚い記録は、原因ではなく、後始末のほうにある。
ep02-2	1.000	誰がいつ入り、何レントゲンを浴び、何分で出たか。それが並んでいる。	誰がいつ入り、何レントゲンを浴び、何分で出たか、それが並んでいる。	誰がいつ入り、何レントゲンを浴び、何分で出たか。それが並んでいる。
ep03-1	0.980	その208ページの前書きは、最後の段落をこう始めている。	その二百八ページの前書きは最後の段落をこう始めている。	その208ページの前書きは、最後の段落をこう始めている。
ep03-2	0.815	ふつうの火災警報のはずだった	普通の火災警報のはずだった。	ふつうの火災警報のはずだった
ep04-1	1.000	続きはこうである。それが結局、アイダホ支所の全部の部署と、	続きはこうである。それが結局、アイダホ支所の全部の部署と	続きはこうである。それが結局、アイダホ支所の全部の部署と、
ep04-2	0.978	いくつもの連邦機関と、社外の人たちを巻き込んだ、と。	いくつもの連邦機関と社外の人たちを巻き込んだ	いくつもの連邦機関と、社外の人たちを巻き込んだ、と。
ep05-1	1.000	最初に動いたのは、6人の消防隊だった。	最初に動いたのは六人の消防隊だった。	最初に動いたのは、6人の消防隊だった。
ep05-2	0.889	火は、出ていなかった。	日は出ていなかった。	火は、出ていなかった。
ep06-1	1.000	1961年1月3日、午後9時1分。	1961年1月3日午後9時1分	1961年1月3日、午後9時1分。
ep06-2	1.000	記録は、そこから始まっている。	記録はそこから始まっている。	記録は、そこから始まっている。
