行	型	該当	本文
c609-1	§6の語（9.11）	無線	9時32分。管制の無線に、3度目の声が流れた。
c609-1	EL_YOMI 既存	管制→かんせい×1	9時32分。管制の無線に、3度目の声が流れた。
c609-3	§6の語（9.11）	無線	客室に向けた放送が、無線に乗ってしまったものである。
c609-3	EL_YOMI 既存	客室→きゃくしつ×1	客室に向けた放送が、無線に乗ってしまったものである。
c610-1	§6の語（9.11）	自動操縦	そのすぐあと、93便の自動操縦に、東へ戻れという指示が入った。
c610-3	文頭の数字	4	4機目は、来た道を引き返した
c610-3	同形異音語（一般）	目	4機目は、来た道を引き返した
c611-2	同形異音語（一般）	角	向き直った先は、首都ワシントンの方角だった。
c612-1	文頭の数字	9	9時41分。93便のトランスポンダも切られた。
c612-1	数詞＋助数詞	9時	9時41分。93便のトランスポンダも切られた。
c612-1	数詞＋助数詞	41分	9時41分。93便のトランスポンダも切られた。
c612-1	§6の語（9.11）	トランスポンダ	9時41分。93便のトランスポンダも切られた。
c612-2	文頭の数字	4	4機のうち3機が、名前の消えた点になったことになる。
c612-3	§6の語（9.11）	跳ね返り	追えるのは、電波の跳ね返りだけになった。
c613-1	数詞＋助数詞	9時	ここで時計をすこし戻す。9時34分のことである。
c613-1	数詞＋助数詞	34分	ここで時計をすこし戻す。9時34分のことである。
c613-2	文頭の数字	9	93便が乗っ取られたという報せは、連邦航空局の本部に届いていた。
c613-2	§6の語（9.11）	連邦航空局	93便が乗っ取られたという報せは、連邦航空局の本部に届いていた。
c613-2	EL_YOMI 既存	93便が→キュウジュウサン便が×1	93便が乗っ取られたという報せは、連邦航空局の本部に届いていた。
c613-2	EL_YOMI 既存	報せ→しらせ×1	93便が乗っ取られたという報せは、連邦航空局の本部に届いていた。
c613-3	同形異音語（実績）	話	ただしこの話は、このあと軍には回っていない。
c614-1	同形異音語（実績）	話	機内では、乗客と乗員が次々に地上へ電話をかけていた。
c614-1	同形異音語（一般）	上	機内では、乗客と乗員が次々に地上へ電話をかけていた。
c614-1	§6の語（9.11）	乗員	機内では、乗客と乗員が次々に地上へ電話をかけていた。
c614-2	同形異音語（実績）	話	座席についている電話と、手持ちの電話の両方が使われている。
c614-2	同形異音語（実績）	話	座席についている電話と、手持ちの電話の両方が使われている。
c614-2	同形異音語（実績）	方	座席についている電話と、手持ちの電話の両方が使われている。
c615-1	同形異音語（実績）	話	電話で伝わったのは、機内の状況だけではない。
c615-2	同形異音語（一般）	上	世界貿易センターで何が起きたかも、地上から機内へ伝わっていた。
c615-2	§6の語（9.11）	世界貿易センター	世界貿易センターで何が起きたかも、地上から機内へ伝わっていた。
c616-1	同形異音語（実績）	話	少なくとも5本の電話で、その話が出たと記録されている。
c616-1	同形異音語（実績）	話	少なくとも5本の電話で、その話が出たと記録されている。
c616-1	数詞＋助数詞	5本	少なくとも5本の電話で、その話が出たと記録されている。
c616-2	同形異音語（実績）	話	何が起きているかを分かったうえで、機内の話し合いが始まる。
c617-1	EL_YOMI 既存	点は→てんは×1	名前の消えた点は、ペンシルベニア州の上空を東へ進んでいく。
c617-2	文頭の数字	9	9時46分、コマンドセンターは首都まであと29分と伝えている。
c617-2	数詞＋助数詞	9時	9時46分、コマンドセンターは首都まであと29分と伝えている。
c617-2	数詞＋助数詞	46分	9時46分、コマンドセンターは首都まであと29分と伝えている。
c617-2	数詞＋助数詞	29分	9時46分、コマンドセンターは首都まであと29分と伝えている。
c617-2	§6の語（9.11）	コマンドセンター	9時46分、コマンドセンターは首都まであと29分と伝えている。
c618-1	同形異音語（実績）	話	家族との電話を切って、客室の前へ向かった人たちがいる。
c618-1	同形異音語（一般）	人	家族との電話を切って、客室の前へ向かった人たちがいる。
c618-1	EL_YOMI 既存	客室→きゃくしつ×1	家族との電話を切って、客室の前へ向かった人たちがいる。
c618-2	§6の語（9.11）	委員会報告	委員会報告は、その時刻をこう書いている。
c618-3	文頭の数字	9	9時57分。機内の反撃が始まった
c618-3	数詞＋助数詞	9時	9時57分。機内の反撃が始まった
c618-3	数詞＋助数詞	57分	9時57分。機内の反撃が始まった
c619-1	§6の語（9.11）	操縦室	操縦室の音声記録装置が、この数分を記録していた。
c619-1	§6の語（9.11）	音声記録装置	操縦室の音声記録装置が、この数分を記録していた。
c619-2	同形異音語（一般）	下	機体は左右に大きく振られ、上下にも揺さぶられている。
c619-2	§6の語（9.11）	機体	機体は左右に大きく振られ、上下にも揺さぶられている。
c620-1	文頭の数字	1	10時3分11秒。レーダーの画面から、点が消えた。
c620-1	数詞＋助数詞	10時	10時3分11秒。レーダーの画面から、点が消えた。
c620-1	数詞＋助数詞	3分	10時3分11秒。レーダーの画面から、点が消えた。
c620-1	数詞＋助数詞	11秒	10時3分11秒。レーダーの画面から、点が消えた。
c620-2	§6の語（9.11）	シャンクスビル	落ちたのは、ペンシルベニア州シャンクスビル近くの野原である。
c621-1	同形異音語（一般）	人	この便に乗っていた44人が、全員亡くなった。
c621-1	数詞＋助数詞	44人	この便に乗っていた44人が、全員亡くなった。
c621-2	同形異音語（一般）	人	乗客が37人、乗員が7人。地上で巻き込まれた人はいない。
c621-2	同形異音語（一般）	人	乗客が37人、乗員が7人。地上で巻き込まれた人はいない。
c621-2	同形異音語（一般）	上	乗客が37人、乗員が7人。地上で巻き込まれた人はいない。
c621-2	同形異音語（一般）	人	乗客が37人、乗員が7人。地上で巻き込まれた人はいない。
c621-2	数詞＋助数詞	37人	乗客が37人、乗員が7人。地上で巻き込まれた人はいない。
c621-2	数詞＋助数詞	7人	乗客が37人、乗員が7人。地上で巻き込まれた人はいない。
c621-2	§6の語（9.11）	乗員	乗客が37人、乗員が7人。地上で巻き込まれた人はいない。
c622-2	数詞＋助数詞	20分	首都まで、飛行機であと20分ほどの距離である。
c623-2	§6の語（9.11）	委員会報告	委員会報告は、その距離をこう書いている。
c624-1	文頭の数字	9	93便が乗っ取られてから墜落するまで、35分だった。
c624-1	数詞＋助数詞	35分	93便が乗っ取られてから墜落するまで、35分だった。
c624-1	EL_YOMI 既存	93便が→キュウジュウサン便が×1	93便が乗っ取られてから墜落するまで、35分だった。
c624-2	同形異音語（実績）	間	そのうち最後の6分は、機内の人が動いていた時間である。
c624-2	同形異音語（一般）	人	そのうち最後の6分は、機内の人が動いていた時間である。
c624-2	数詞＋助数詞	6分	そのうち最後の6分は、機内の人が動いていた時間である。
c624-3	文頭の数字	4	4機のうち、狙った建物に届かなかったのはこの1機だけだった。
c624-3	同形異音語（一般）	物	4機のうち、狙った建物に届かなかったのはこの1機だけだった。
c701-1	文頭の数字	1	10時3分11秒。乗っ取られた便は、空から無くなった。
c701-1	数詞＋助数詞	10時	10時3分11秒。乗っ取られた便は、空から無くなった。
c701-1	数詞＋助数詞	3分	10時3分11秒。乗っ取られた便は、空から無くなった。
c701-1	数詞＋助数詞	11秒	10時3分11秒。乗っ取られた便は、空から無くなった。
c701-2	同形異音語（実績）	側	ここから、軍の側の時計をもう一度、最初まで巻き戻す。
c701-2	EL_YOMI 既存	軍の→ぐんの×1	ここから、軍の側の時計をもう一度、最初まで巻き戻す。
c701-2	EL_YOMI 既存	の側→の がわ×1	ここから、軍の側の時計をもう一度、最初まで巻き戻す。
c702-1	文頭の数字	8	8時46分。マサチューセッツ州のオーティス基地から、
c702-1	数詞＋助数詞	8時	8時46分。マサチューセッツ州のオーティス基地から、
c702-1	数詞＋助数詞	46分	8時46分。マサチューセッツ州のオーティス基地から、
c702-1	§6の語（9.11）	オーティス	8時46分。マサチューセッツ州のオーティス基地から、
c702-2	§6の語（9.11）	緊急発進	戦闘機のF-15が2機、緊急発進を命じられた。
c702-2	英字・記号	F	戦闘機のF-15が2機、緊急発進を命じられた。
c702-2	EL_YOMI 既存	F-15→エフじゅうご×1	戦闘機のF-15が2機、緊急発進を命じられた。
c702-3	文頭の数字	1	11便が北棟にぶつかった、ちょうどその時刻である。
c702-3	§6の語（9.11）	北棟	11便が北棟にぶつかった、ちょうどその時刻である。
c702-3	EL_YOMI 既存	北棟→きたとう×1	11便が北棟にぶつかった、ちょうどその時刻である。
c703-1	数詞＋助数詞	7分	命令が出てから実際に離陸するまで、7分かかっている。
c703-2	数詞＋助数詞	8時	離陸は8時53分。11便がぶつかった、およそ6分あとだった。
c703-2	数詞＋助数詞	53分	離陸は8時53分。11便がぶつかった、およそ6分あとだった。
c703-2	数詞＋助数詞	6分	離陸は8時53分。11便がぶつかった、およそ6分あとだった。
c705-1	§6の語（SL-1）	当直	発進を指示した将校の言葉が、当直の録音に残っている。
c705-1	§6の語（9.11）	当直	発進を指示した将校の言葉が、当直の録音に残っている。
c705-1	EL_YOMI 既存	言葉→ことば×1	発進を指示した将校の言葉が、当直の録音に残っている。
c705-2	同形異音語（一般）	角	どこへ向かわせればいいのか分からない、方角がほしい、と。
c706-1	数詞＋助数詞	8時	防空司令部が11便を知ったのは、8時37分52秒。
c706-1	数詞＋助数詞	37分	防空司令部が11便を知ったのは、8時37分52秒。
c706-1	数詞＋助数詞	52秒	防空司令部が11便を知ったのは、8時37分52秒。
c706-1	§6の語（9.11）	防空司令部	防空司令部が11便を知ったのは、8時37分52秒。
c706-1	EL_YOMI 既存	防空司令部→ぼうくう司令部×1	防空司令部が11便を知ったのは、8時37分52秒。
c706-2	数詞＋助数詞	8時	ぶつかったのは、8時46分40秒である。
c706-2	数詞＋助数詞	46分	ぶつかったのは、8時46分40秒である。
c706-2	数詞＋助数詞	40秒	ぶつかったのは、8時46分40秒である。
c706-3	同形異音語（一般）	日	この9分が、その日いちばん長い余裕だった
c706-3	数詞＋助数詞	9分	この9分が、その日いちばん長い余裕だった
c707-1	文頭の数字	9	9時9分。バージニア州ラングレー基地のF-16が、
c707-1	数詞＋助数詞	9時	9時9分。バージニア州ラングレー基地のF-16が、
c707-1	数詞＋助数詞	9分	9時9分。バージニア州ラングレー基地のF-16が、
c707-1	§6の語（9.11）	ラングレー	9時9分。バージニア州ラングレー基地のF-16が、
c707-1	英字・記号	F	9時9分。バージニア州ラングレー基地のF-16が、
c708-1	§6の語（9.11）	ラングレー	このときラングレー機の向かう先として考えられていたのは、
c708-1	EL_YOMI 既存	ラングレー機→ラングレーき×1	このときラングレー機の向かう先として考えられていたのは、
c708-2	EL_YOMI 既存	燃料の減った→燃料の へった×1	ニューヨークだった。燃料の減った先発機との交代である。
c709-1	文頭の数字	9	9時21分。防空司令部に、こんな連絡が入った。
c709-1	数詞＋助数詞	9時	9時21分。防空司令部に、こんな連絡が入った。
c709-1	数詞＋助数詞	21分	9時21分。防空司令部に、こんな連絡が入った。
c709-1	§6の語（9.11）	防空司令部	9時21分。防空司令部に、こんな連絡が入った。
c709-1	EL_YOMI 既存	防空司令部→ぼうくう司令部×1	9時21分。防空司令部に、こんな連絡が入った。
c709-2	文頭の数字	1	11便がまだ飛んでいて、ワシントンへ向かっている、と。
c710-1	文頭の数字	1	11便は、そのおよそ34分前に北棟にぶつかっている。
c710-1	数詞＋助数詞	34分	11便は、そのおよそ34分前に北棟にぶつかっている。
c710-1	§6の語（9.11）	北棟	11便は、そのおよそ34分前に北棟にぶつかっている。
c710-1	EL_YOMI 既存	北棟→きたとう×1	11便は、そのおよそ34分前に北棟にぶつかっている。
c710-2	EL_YOMI 既存	この知らせ→この しらせ×1	この知らせがどこから出たのかは、いまも分かっていない。
c711-1	文頭の数字	9	9時24分、ラングレーに発進が命じられた。
c711-1	数詞＋助数詞	9時	9時24分、ラングレーに発進が命じられた。
c711-1	数詞＋助数詞	24分	9時24分、ラングレーに発進が命じられた。
c711-1	§6の語（9.11）	ラングレー	9時24分、ラングレーに発進が命じられた。
c712-1	文頭の数字	9	9時30分に離陸したF-16は、いったん東の海上へ飛んだ。
c712-1	同形異音語（一般）	上	9時30分に離陸したF-16は、いったん東の海上へ飛んだ。
c712-1	数詞＋助数詞	9時	9時30分に離陸したF-16は、いったん東の海上へ飛んだ。
c712-1	数詞＋助数詞	30分	9時30分に離陸したF-16は、いったん東の海上へ飛んだ。
c712-1	英字・記号	F	9時30分に離陸したF-16は、いったん東の海上へ飛んだ。
c712-2	同形異音語（一般）	角	そこから向き直って、首都の方角へ戻っている。
c712-2	EL_YOMI 既存	首都の→しゅとの×1	そこから向き直って、首都の方角へ戻っている。
c713-1	文頭の数字	7	77便がペンタゴンにぶつかったとき、
c713-1	§6の語（9.11）	ペンタゴン	77便がペンタゴンにぶつかったとき、
c713-2	英字・記号	F	F-16はまだ、およそ241キロ、150マイル離れていた。
c714-1	文頭の数字	1	10時10分。首都の上を飛ぶF-16に、はっきりした指示が届いた。
c714-1	同形異音語（一般）	上	10時10分。首都の上を飛ぶF-16に、はっきりした指示が届いた。
c714-1	数詞＋助数詞	10時	10時10分。首都の上を飛ぶF-16に、はっきりした指示が届いた。
c714-1	数詞＋助数詞	10分	10時10分。首都の上を飛ぶF-16に、はっきりした指示が届いた。
c714-1	英字・記号	F	10時10分。首都の上を飛ぶF-16に、はっきりした指示が届いた。
c714-1	EL_YOMI 既存	首都の→しゅとの×1	10時10分。首都の上を飛ぶF-16に、はっきりした指示が届いた。
c714-3	鉤括弧	「	「撃ってはならない」
c714-3	鉤括弧	」	「撃ってはならない」
c715-1	同形異音語（一般）	目	副大統領が2度目に撃墜を許したのは、10時12分から18分ごろ。
c715-1	数詞＋助数詞	10時	副大統領が2度目に撃墜を許したのは、10時12分から18分ごろ。
c715-1	数詞＋助数詞	12分	副大統領が2度目に撃墜を許したのは、10時12分から18分ごろ。
c715-1	数詞＋助数詞	18分	副大統領が2度目に撃墜を許したのは、10時12分から18分ごろ。
c715-1	§6の語（9.11）	撃墜	副大統領が2度目に撃墜を許したのは、10時12分から18分ごろ。
c715-2	文頭の数字	9	93便は、そのときすでに墜ちていた。
c715-2	EL_YOMI 既存	93便は→キュウジュウサン便は×1	93便は、そのときすでに墜ちていた。
c715-2	EL_YOMI 既存	墜ち→おち×1	93便は、そのときすでに墜ちていた。
c716-1	数詞＋助数詞	10時	その許可が防空司令部に届いたのは、10時31分。
c716-1	数詞＋助数詞	31分	その許可が防空司令部に届いたのは、10時31分。
c716-1	§6の語（9.11）	防空司令部	その許可が防空司令部に届いたのは、10時31分。
c716-1	EL_YOMI 既存	防空司令部→ぼうくう司令部×1	その許可が防空司令部に届いたのは、10時31分。
c716-2	同形異音語（実績）	間	最初の衝突から、1時間44分が経っていた。
c716-2	数詞＋助数詞	1時	最初の衝突から、1時間44分が経っていた。
c716-2	数詞＋助数詞	44分	最初の衝突から、1時間44分が経っていた。
c717-2	§6の語（9.11）	委員会報告	委員会報告は、届いていなかったとはっきり書いている。
c718-1	文頭の数字	4	4機のうち、乗っ取りを事前に軍へ知らされたのは1機だけ。
c718-2	EL_YOMI 既存	墜ち→おち×1	残る3機は、墜ちるまで乗っ取りとして伝わっていない。
c719-1	同形異音語（一般）	上	首都の別の基地からも、戦闘機が上がっていた。
c719-1	EL_YOMI 既存	首都の→しゅとの×1	首都の別の基地からも、戦闘機が上がっていた。
c719-2	EL_YOMI 既存	軍の→ぐんの×1	ただしこちらは、軍の指揮系統の外から出た機である。
c720-1	同形異音語（実績）	間	委員会は、迎撃が間に合ったとは書いていない。
c720-1	§6の語（9.11）	委員会	委員会は、迎撃が間に合ったとは書いていない。
c720-1	§6の語（9.11）	迎撃	委員会は、迎撃が間に合ったとは書いていない。
c720-2	文頭の数字	9	93便が乗っ取られたことを、軍は墜ちるまで知らなかった。
c720-2	EL_YOMI 既存	93便が→キュウジュウサン便が×1	93便が乗っ取られたことを、軍は墜ちるまで知らなかった。
c720-2	EL_YOMI 既存	墜ち→おち×1	93便が乗っ取られたことを、軍は墜ちるまで知らなかった。
c720-3	1モーラ語＋助詞	間に	迎撃は、間に合う順番になっていなかった
c720-3	同形異音語（実績）	間	迎撃は、間に合う順番になっていなかった
c720-3	§6の語（9.11）	迎撃	迎撃は、間に合う順番になっていなかった
c801-1	EL_YOMI 既存	分単位→ふんたんい×1	ここまでの時刻は、どうして分単位で分かるのか。
c801-2	§6の語（9.11）	世界貿易センター	その前に、世界貿易センターの来歴をひとつだけ置いておく。
c802-1	同形異音語（一般）	日	ここが狙われたのは、この日が初めてではない。
c802-2	文頭の数字	1	1993年2月26日、地下の駐車場で貨物車の爆薬が爆発した。
c802-2	同形異音語（一般）	日	1993年2月26日、地下の駐車場で貨物車の爆薬が爆発した。
c802-2	同形異音語（一般）	下	1993年2月26日、地下の駐車場で貨物車の爆薬が爆発した。
c802-2	数詞＋助数詞	1993年	1993年2月26日、地下の駐車場で貨物車の爆薬が爆発した。
c802-2	数詞＋助数詞	2月	1993年2月26日、地下の駐車場で貨物車の爆薬が爆発した。
c802-2	数詞＋助数詞	26日	1993年2月26日、地下の駐車場で貨物車の爆薬が爆発した。
c802-3	文頭の数字	6	6人が亡くなり、およそ1,000人がけがをしている。
c802-3	同形異音語（一般）	人	6人が亡くなり、およそ1,000人がけがをしている。
c802-3	同形異音語（一般）	人	6人が亡くなり、およそ1,000人がけがをしている。
c802-3	数詞＋助数詞	6人	6人が亡くなり、およそ1,000人がけがをしている。
c802-3	数詞＋助数詞	000人	6人が亡くなり、およそ1,000人がけがをしている。
c803-1	§6の語（9.11）	管制	管制の無線は、ふだんからずっと録音されている。
c803-1	§6の語（9.11）	無線	管制の無線は、ふだんからずっと録音されている。
c803-1	EL_YOMI 既存	管制→かんせい×1	管制の無線は、ふだんからずっと録音されている。
c803-2	§6の語（SL-1）	当直	防空司令部の当直席も、同じように録られていた。
c803-2	§6の語（9.11）	防空司令部	防空司令部の当直席も、同じように録られていた。
c803-2	§6の語（9.11）	当直	防空司令部の当直席も、同じように録られていた。
c803-2	EL_YOMI 既存	防空司令部→ぼうくう司令部×1	防空司令部の当直席も、同じように録られていた。
c804-1	§6の語（SL-1）	当直	録音のほかに、レーダーの記録と、当直の書き込みが残っていた。
c804-1	§6の語（9.11）	当直	録音のほかに、レーダーの記録と、当直の書き込みが残っていた。
c805-1	同形異音語（実績）	側	機体側の記録装置が回収できたのは、4機のうち2機だけ。
c805-1	§6の語（9.11）	機体	機体側の記録装置が回収できたのは、4機のうち2機だけ。
c805-1	§6の語（9.11）	記録装置	機体側の記録装置が回収できたのは、4機のうち2機だけ。
c805-2	文頭の数字	9	93便は2つとも、77便は飛行を記録した側だけである。
c805-2	同形異音語（実績）	側	93便は2つとも、77便は飛行を記録した側だけである。
c805-2	数詞＋助数詞	2つ	93便は2つとも、77便は飛行を記録した側だけである。
c805-2	EL_YOMI 既存	93便は→キュウジュウサン便は×1	93便は2つとも、77便は飛行を記録した側だけである。
c806-1	文頭の数字	9	93便は、何も建っていない野原に墜ちた。
c806-1	EL_YOMI 既存	93便は→キュウジュウサン便は×1	93便は、何も建っていない野原に墜ちた。
c806-1	EL_YOMI 既存	墜ち→おち×1	93便は、何も建っていない野原に墜ちた。
c806-2	同形異音語（一般）	物	残る3機が飛び込んだのは、建物の中である。
c807-1	同形異音語（実績）	間	委員会は19日間の公聴会を開き、160人から話を聞いた。
c807-1	同形異音語（実績）	話	委員会は19日間の公聴会を開き、160人から話を聞いた。
c807-1	同形異音語（一般）	人	委員会は19日間の公聴会を開き、160人から話を聞いた。
c807-1	数詞＋助数詞	19日	委員会は19日間の公聴会を開き、160人から話を聞いた。
c807-1	数詞＋助数詞	160人	委員会は19日間の公聴会を開き、160人から話を聞いた。
c807-1	§6の語（9.11）	委員会	委員会は19日間の公聴会を開き、160人から話を聞いた。
c808-1	同形異音語（一般）	表	その結果、先に公表されていた時系列と録音とが食い違った。
c808-2	§6の語（9.11）	委員会	委員会は、録音のほうを採っている。
c808-3	同形異音語（一般）	表	最初に公表された筋書きは、違っていた
c809-1	§6の語（9.11）	ラングレー	食い違っていたのは、ラングレー機が発進した理由である。
c809-1	EL_YOMI 既存	ラングレー機→ラングレーき×1	食い違っていたのは、ラングレー機が発進した理由である。
c809-2	EL_YOMI 既存	ない便に→ない びんに×1	実際には、存在しない便に向けて飛んでいた。
c811-1	文頭の数字	1	1機目の衝突時刻は、資料によって3つある。
c811-1	同形異音語（一般）	目	1機目の衝突時刻は、資料によって3つある。
c811-1	数詞＋助数詞	3つ	1機目の衝突時刻は、資料によって3つある。
c811-2	文頭の数字	8	8時46分40秒、8時46分30秒、8時46分26秒。
c811-2	数詞＋助数詞	8時	8時46分40秒、8時46分30秒、8時46分26秒。
c811-2	数詞＋助数詞	46分	8時46分40秒、8時46分30秒、8時46分26秒。
c811-2	数詞＋助数詞	40秒	8時46分40秒、8時46分30秒、8時46分26秒。
c811-2	数詞＋助数詞	8時	8時46分40秒、8時46分30秒、8時46分26秒。
c811-2	数詞＋助数詞	46分	8時46分40秒、8時46分30秒、8時46分26秒。
c811-2	数詞＋助数詞	30秒	8時46分40秒、8時46分30秒、8時46分26秒。
c811-2	数詞＋助数詞	8時	8時46分40秒、8時46分30秒、8時46分26秒。
c811-2	数詞＋助数詞	46分	8時46分40秒、8時46分30秒、8時46分26秒。
c811-2	数詞＋助数詞	26秒	8時46分40秒、8時46分30秒、8時46分26秒。
c812-2	同形異音語（実績）	側	管制の時計と、建物を調べる側の基準は、別のものだった。
c812-2	同形異音語（一般）	物	管制の時計と、建物を調べる側の基準は、別のものだった。
c812-2	§6の語（9.11）	管制	管制の時計と、建物を調べる側の基準は、別のものだった。
c812-2	EL_YOMI 既存	管制→かんせい×1	管制の時計と、建物を調べる側の基準は、別のものだった。
c813-1	同形異音語（一般）	物	建物のほうを調べたのは、別の役所である。
c813-2	同形異音語（実績）	方	崩れ方を秒単位で見るために、時刻の基準を作り直している。
c814-1	§6の語（9.11）	管制	管制の時計は、どの便がいつ消えたかを合わせるためのもの。
c814-1	EL_YOMI 既存	管制→かんせい×1	管制の時計は、どの便がいつ消えたかを合わせるためのもの。
c814-2	同形異音語（実績）	側	建物側の時計は、いつ火がどこへ回ったかを合わせるためのもの。
c814-2	EL_YOMI 既存	いつ火が→いつ ひが×1	建物側の時計は、いつ火がどこへ回ったかを合わせるためのもの。
c815-1	§6の語（9.11）	委員会報告	この動画がいちばん多く使ったのは、委員会報告の第1章である。
c815-2	EL_YOMI 既存	分単位→ふんたんい×1	分単位のこまかい記述は、そこに全部書かれている。
c816-2	数詞＋助数詞	9時	あの9時21分の誤った連絡の出どころが、そのひとつである。
c816-2	数詞＋助数詞	21分	あの9時21分の誤った連絡の出どころが、そのひとつである。
c817-1	§6の語（9.11）	委員会	委員会は、分からないことを分からないと書いた。
c818-1	同形異音語（一般）	人	人の記憶は、20年も経てば薄れていく。
c818-1	数詞＋助数詞	20年	人の記憶は、20年も経てば薄れていく。
c818-2	同形異音語（一般）	日	それでも、この日の分単位の記録は残った。
c818-2	EL_YOMI 既存	分単位→ふんたんい×1	それでも、この日の分単位の記録は残った。
c901-1	文頭の数字	2	2001年11月、アメリカの議会が法律をひとつ作った。
c901-1	数詞＋助数詞	2001年	2001年11月、アメリカの議会が法律をひとつ作った。
c901-1	数詞＋助数詞	11月	2001年11月、アメリカの議会が法律をひとつ作った。
c901-1	EL_YOMI 既存	2001年→にせんいちねん×1	2001年11月、アメリカの議会が法律をひとつ作った。
c901-2	同形異音語（一般）	事	空港の保安検査を、国の仕事にするための法律である。
c901-2	§6の語（9.11）	保安検査	空港の保安検査を、国の仕事にするための法律である。
c902-1	§6の語（9.11）	保安検査	それまで、保安検査は航空会社が業者に頼んで行っていた。
c902-1	EL_YOMI 既存	頼んで行って→頼んで おこなって×1	それまで、保安検査は航空会社が業者に頼んで行っていた。
c903-1	§6の語（9.11）	操縦室	操縦室の扉も、そのあと造りが変わった。
c904-1	同形異音語（一般）	物	刃渡り10センチ（4インチ）未満の刃物も、
c904-1	数詞＋助数詞	10センチ	刃渡り10センチ（4インチ）未満の刃物も、
c904-1	数詞＋助数詞	4インチ	刃渡り10センチ（4インチ）未満の刃物も、
c904-1	§6の語（SL-1）	刃	刃渡り10センチ（4インチ）未満の刃物も、
c904-1	§6の語（SL-1）	刃	刃渡り10センチ（4インチ）未満の刃物も、
c904-1	EL_YOMI 既存	刃渡り→はわたり×1	刃渡り10センチ（4インチ）未満の刃物も、
c904-2	§6の語（9.11）	手引き	いまは機内に持ち込めない。当時は、手引きが認めていたものである。
c905-1	同形異音語（実績）	側	変わったのは、空港の側だけではない。
c905-1	EL_YOMI 既存	の側→の がわ×1	変わったのは、空港の側だけではない。
c905-2	同形異音語（実績）	方	管制と軍とのつなぎ方も、この日のあとに作り直された。
c905-2	同形異音語（一般）	日	管制と軍とのつなぎ方も、この日のあとに作り直された。
c905-2	§6の語（9.11）	管制	管制と軍とのつなぎ方も、この日のあとに作り直された。
c905-2	EL_YOMI 既存	管制→かんせい×1	管制と軍とのつなぎ方も、この日のあとに作り直された。
c906-1	同形異音語（一般）	上	当時は、報せが本部を何段も上がってから軍へ渡る決まりだった。
c906-1	EL_YOMI 既存	報せ→しらせ×1	当時は、報せが本部を何段も上がってから軍へ渡る決まりだった。
c906-2	同形異音語（実績）	間	あの朝、その順番は間に合わなかった
c907-2	同形異音語（一般）	日	あの日まで、乗員は犯人と戦わないように教えられていた。
c907-2	同形異音語（一般）	人	あの日まで、乗員は犯人と戦わないように教えられていた。
c907-2	§6の語（9.11）	乗員	あの日まで、乗員は犯人と戦わないように教えられていた。
c907-2	EL_YOMI 既存	犯人と→はんにんと×1	あの日まで、乗員は犯人と戦わないように教えられていた。
c909-1	いま＋動詞	いま飛	いま飛行機に乗るたびに通っている手順のいくつかは、
c909-2	同形異音語（一般）	日	この日のあとに作られたものである。
c909-3	文頭の数字	2	25年が経っても、その手順はまだ続いている。
c909-3	数詞＋助数詞	25年	25年が経っても、その手順はまだ続いている。
c910-1	文頭の数字	9	9月11日より前、国じゅうの空を閉じるという考えは無かった。
c910-1	同形異音語（一般）	日	9月11日より前、国じゅうの空を閉じるという考えは無かった。
c910-1	数詞＋助数詞	9月	9月11日より前、国じゅうの空を閉じるという考えは無かった。
c910-1	数詞＋助数詞	11日	9月11日より前、国じゅうの空を閉じるという考えは無かった。
c910-2	同形異音語（実績）	方	閉じ方をその場で決めたのは、地上のコマンドセンターである。
c910-2	同形異音語（一般）	上	閉じ方をその場で決めたのは、地上のコマンドセンターである。
c910-2	§6の語（9.11）	コマンドセンター	閉じ方をその場で決めたのは、地上のコマンドセンターである。
ep01-1	同形異音語（一般）	日	この日の朝、アメリカ東部はよく晴れていた。
ep02-3	数詞＋助数詞	4つ	この動画は、その4つの便名だけで組み立てた。
ep02-3	EL_YOMI 既存	便名→びんめい×1	この動画は、その4つの便名だけで組み立てた。
ep03-1	文頭の数字	4	4機を追っていた人たちに届いた猶予は、9分と、0分だった。
ep03-1	同形異音語（一般）	人	4機を追っていた人たちに届いた猶予は、9分と、0分だった。
ep03-1	数詞＋助数詞	9分	4機を追っていた人たちに届いた猶予は、9分と、0分だった。
ep03-1	数詞＋助数詞	0分	4機を追っていた人たちに届いた猶予は、9分と、0分だった。
ep03-1	EL_YOMI 既存	猶予→ゆうよ×1	4機を追っていた人たちに届いた猶予は、9分と、0分だった。
ep03-2	1モーラ語＋助詞	間に	責められる順番ではなく、間に合わなかった順番である。
ep03-2	同形異音語（実績）	間	責められる順番ではなく、間に合わなかった順番である。
ep04-1	文頭の数字	1	1機目がぶつかってから4機目が墜ちるまで、およそ1時間17分。
ep04-1	同形異音語（実績）	間	1機目がぶつかってから4機目が墜ちるまで、およそ1時間17分。
ep04-1	同形異音語（一般）	目	1機目がぶつかってから4機目が墜ちるまで、およそ1時間17分。
ep04-1	同形異音語（一般）	目	1機目がぶつかってから4機目が墜ちるまで、およそ1時間17分。
ep04-1	数詞＋助数詞	1時	1機目がぶつかってから4機目が墜ちるまで、およそ1時間17分。
ep04-1	数詞＋助数詞	17分	1機目がぶつかってから4機目が墜ちるまで、およそ1時間17分。
